Abeomelomys sevia
Marmosops carri
Marmosops caucae
Marmosops creightoni
Marmosops dorothea
Marmosops fuscatus
Marmosops handleyi
Marmosops impavidus
Marmosops incanus
Marmosops invictus
Marmosops juninensis
Marmosops marina
Marmosops neblina
Marmosops noctivagus
Marmosops ocellatus
Marmosops ojastii
Marmosops pakaraimae
Marmosops parvidens
Marmosops paulensis
Marmosops pinheiroi
Marmosops soinii
Marmota baibacina
Marmota bobak
Marmota broweri
Marmota caligata
Marmota camtschatica
Marmota caudata
Marmota flaviventris
Marmota himalayana
Marmota marmota
Marmota menzbieri
Marmota monax
Marmota olympus
Marmota sibirica
Marmota vancouverensis
Martes americana
Martes flavigula
Martes foina
Martes martes
Martes melampus
Martes zibellina
Massoutiera mzabi
Mastacomys fuscus
Mastomys angolensis
Mastomys awashensis
Mastomys coucha
Mastomys erythroleucus
Mastomys huberti
Mastomys kollmannspergeri
Mastomys natalensis
Mastomys shortridgei
Mastomys verheyeni
Maxomys alticola
Maxomys baeodon
Maxomys bartelsii
Maxomys dollmani
Maxomys hellwaldii
Maxomys hylomyoides
Maxomys inas
Maxomys inflatus
Maxomys moi
Maxomys musschenbroekii
Maxomys ochraceiventer
Maxomys pagensis
Maxomys panglima
Maxomys rajah
Maxomys surifer
Maxomys tajuddinii
Maxomys wattsi
Maxomys whiteheadi
Mazama americana
Mazama bororo
Mazama bricenii
Mazama chunyi
Mazama jucunda
Mazama nana
Mazama rufa
Mazama rufina
Mazama temama
Megaderma spasma
Megadontomys cryophilus
Megadontomys nelsoni
Megadontomys thomasi
Megaerops ecaudatus
Megaerops kusnotoi
Megaerops niphanae
Megaladapis edwardsi
Megaloceros giganteus
Megaloglossus azagnyi
Megaloglossus woermanni
Megalomys desmarestii
Megalomys luciae
Megalonyx jeffersonii
Megaptera novaeangliae
Megasorex gigas
Megatherium americanum
Melanomys caliginosus
Melanomys chrysomelas
Melanomys columbianus
Melanomys idoneus
Melasmothrix naso
Meles anakuma
Meles canescens
Meles leucurus
Meles meles
Mellivora capensis
Melogale cucphuongensis
Melogale everetti
Melogale moschata
Melogale orientalis
Melogale personata
Melogale subaurantiaca
Melomys bannisteri
Melomys burtoni
Melomys capensis
Melomys cervinipes
Melomys cooperae
Melomys halmaheraensis
Melomys leucogaster
Melomys lutillus
Melomys paveli
Melomys rubicola
Melomys rufescens
Melonycteris melanops
Melonycteris woodfordi
Melursus ursinus
Menetes berdmorei
Mephitis macroura
Mephitis mephitis
Meriones chengi
Meriones crassus
Meriones dahli
Meriones grandis
Meriones libycus
Meriones meridianus
Meriones penicilliger
Meriones persicus
Meriones psammophilus
Meriones rex
Meriones shawi
Meriones tamariscinus
Meriones tristrami
Meriones unguiculatus
Meriones vinogradovi
Mesechinus dauuricus
Mesechinus hughi
Mesechinus orientalis
Mesechinus wangi
Mesembriomys gouldii
Mesembriomys macrurus
Mesocapromys angelcabrerai
Mesocapromys auritus
Mesocapromys melanurus
Mesocapromys nana
Mesocricetus auratus
Mesocricetus brandti
Mesocricetus newtoni
Mesocricetus raddei
Mesomys hispidus
Mesomys occultus
Mesomys stimulax
Mesophylla macconnelli
Mesoplodon bidens
Mesoplodon bowdoini
Mesoplodon carlhubbsi
Mesoplodon densirostris
Mesoplodon eueu
Mesoplodon europaeus
Mesoplodon ginkgodens
Mesoplodon grayi
Mesoplodon hectori
Mesoplodon hotaula
Mesoplodon layardii
Mesoplodon mirus
Mesoplodon perrini
Mesoplodon peruvianus
Mesoplodon stejnegeri
Mesoplodon traversii
Metachirus aritanai
Metachirus myosuros
Metachirus nudicaudatus
Micaelamys granti
Micaelamys namaquensis
Mico argentatus
Mico chrysoleucos
Mico emiliae
Mico humeralifer
Mico humilis
Mico intermedius
Mico leucippe
Mico marcai
Mico mauesi
Mico melanurus
Mico munduruku
Mico rondoni
Mico saterei
Mico schneideri
Microakodontomys transitorius
Microcavia australis
Microcavia jayat
Microcavia maenas
Microcavia niata
Microcavia shiptoni
Microcebus arnholdi
Microcebus berthae
Microcebus bongolavensis
Microcebus boraha
Microcebus danfossi
Microcebus ganzhorni
Microcebus gerpi
Microcebus griseorufus
Microcebus jollyae
Microcebus lehilahytsara
Microcebus lokobensis
Microcebus macarthurii
Microcebus mamiratra
Microcebus manitatra
Microcebus margotmarshae
Microcebus marohita
Microcebus murinus
Microcebus myoxinus
Microcebus ravelobensis
Microcebus rufus
Microcebus sambiranensis
Microcebus simmonsi
Microcebus tanosi
Microcebus tavaratra
Microdipodops megacephalus
Microdipodops pallidus
Microgale brevicaudata
Microgale cowani
Microgale drouhardi
Microgale dryas
Microgale fotsifotsy
Microgale gracilis
Microgale grandidieri
Microgale gymnorhyncha
Microgale jenkinsae
Microgale jobihely
Microgale longicaudata
Microgale majori
Microgale monticola
Microgale nasoloi
Microgale parvula
Microgale principula
Microgale prolixacaudata
Microgale pusilla
Microgale soricoides
Microgale taiva
Microgale thomasi
Microhydromys richardsoni
Micromys erythrotis
Micromys minutus
Micromys pygmaeus
Micronomus norfolkensis
Micronycteris brachyotis
Micronycteris brosseti
Micronycteris buriri
Micronycteris giovanniae
Micronycteris hirsuta
Micronycteris homezi
Micronycteris matses
Micronycteris megalotis
Micronycteris microtis
Micronycteris minuta
Micronycteris nicefori
Micronycteris sanborni
Micronycteris schmidtorum
Micronycteris simmonsae
Micronycteris tresamici
Micronycteris yatesi
Microperoryctes aplini
Microperoryctes longicauda
Microperoryctes murina
Microperoryctes ornatus
Microperoryctes papuensis
Micropotamogale lamottei
Micropotamogale ruwenzorii
Microryzomys altissimus
Microryzomys minutus
Microsciurus alfari
Microsciurus flaviventer
Microsciurus sabanillae
Microtus abbreviatus
Microtus afghanus
Microtus agrestis
Microtus anatolicus
Microtus arvalis
Microtus bavaricus
Microtus brachycercus
Microtus breweri
Microtus cabrerae
Microtus californicus
Microtus canicaudus
Microtus chrotorrhinus
Microtus daghestanicus
Microtus dogramacii
Microtus drummondii
Microtus duodecimcostatus
Microtus felteni
Microtus guatemalensis
Microtus guentheri
Microtus hartingi
Microtus ilaeus
Microtus irani
Microtus kermanensis
Microtus lavernedii
Microtus levis
Microtus liechtensteini
Microtus longicaudus
Microtus lusitanicus
Microtus majori
Microtus mexicanus
Microtus miurus
Microtus mogollonensis
Microtus montanus
Microtus multiplex
Microtus mustersi
Microtus mystacinus
Microtus oaxacensis
Microtus obscurus
Microtus ochrogaster
Microtus oregoni
Microtus paradoxus
Microtus pennsylvanicus
Microtus pinetorum
Microtus pyrenaicus
Microtus qazvinensis
Microtus quasiater
Microtus richardsoni
Microtus rossiaemeridionalis
Microtus savii
Microtus schelkovnikovi
Microtus schidlovskii
Microtus socialis
Microtus subterraneus
Microtus tatricus
Microtus thomasi
Microtus townsendii
Microtus transcaspicus
Microtus umbrosus
Microtus xanthognathus
Microtus yuldaschi
Mictomicrotus liangshanensis
Millardia kathleenae
Millardia kondana
Millardia meltada
Mimetillus moloneyi
Mimon bennettii
Mimon cozumelae
Mindomys hammondi
Mindomys kutuku
Miniopterus aelleni
Miniopterus africanus
Miniopterus ambohitrensis
Miniopterus australis
Miniopterus brachytragos
Miniopterus egeri
Miniopterus fraterculus
Miniopterus fuliginosus
Miniopterus fuscus
Miniopterus gleni
Miniopterus griffithsi
Miniopterus griveaudi
Miniopterus inflatus
Miniopterus macrocneme
Miniopterus maghrebensis
Miniopterus magnater
Miniopterus mahafaliensis
Miniopterus majori
Miniopterus manavi
Miniopterus medius
Miniopterus minor
Miniopterus mossambicus
Miniopterus natalensis
Miniopterus newtonii
Miniopterus nimbae
Miniopterus orianae
Miniopterus paululus
Miniopterus petersoni
Miniopterus propitristis
Miniopterus pusillus
Miniopterus schreibersii
Miniopterus sororculus
Miniopterus tristis
Miniopterus villiersi
Miopithecus ogouensis
Miopithecus talapoin
Miracinonyx trumani
Mirimiri acrodonta
Mirostrellus joffrei
Mirounga angustirostris
Mirounga leonina
Mirza coquereli
Mirza zaza
Mirzamys louiseae
Mogera etigo
Mogera hainana
Mogera imaizumii
Mogera insularis
Mogera kanoana
Mogera robusta
Mogera tokudae
Mogera wogura
Molossops griseiventer
Molossops mattogrossensis
Molossops neglectus
Molossops temminckii
Molossus alvarezi
Molossus ater
Molossus aztecus
Molossus barnesi
Molossus coibensis
Molossus currentium
Molossus fentoni
Molossus fluminensis
Molossus melini
Molossus milleri
Molossus molossus
Molossus nigricans
Molossus pretiosus
Molossus rufus
Molossus sinaloae
Molossus verrilli
Monachus monachus
Monodelphis adusta
Monodelphis americana
Monodelphis arlindoi
Monodelphis brevicaudata
Monodelphis dimidiata
Monodelphis domestica
Monodelphis emiliae
Monodelphis gardneri
Monodelphis glirina
Monodelphis handleyi
Monodelphis iheringi
Monodelphis kunsi
Monodelphis osgoodi
Monodelphis palliolata
Monodelphis peruviana
Monodelphis pinocchio
Monodelphis reigi
Monodelphis ronaldi
Monodelphis sanctaerosae
Monodelphis scalops
Monodelphis sorex
Monodelphis theresa
Monodelphis touan
Monodelphis umbristriata
Monodelphis unistriata
Monodon monoceros
Monophyllus plethodon
Monophyllus redmani
Montemys delectorum
Monticolomys koopmani
Mops ansorgei
Mops atsinanana
Mops bakarii
Mops bivittatus
Mops brachypterus
Mops bregullae
Mops chapini
Mops condylurus
Mops jobensis
Mops jobimena
Mops leucogaster
Mops leucostigma
Mops midas
Mops mops
Mops nigeriae
Mops plicatus
Mops pumilus
Mops pusillus
Mops spurrelli
Mops thersites
Mormoops blainvillei
Mormoops megalophylla
Mormopterus acetabulosus
Mormopterus francoismoutoui
Mormopterus jugularis
Mormopterus kalinowskii
Moschiola indica
Moschiola kathygre
Moschiola meminna
Moschus anhuiensis
Moschus berezovskii
Moschus chrysogaster
Moschus cupreus
Moschus fuscus
Moschus leucogaster
Moschus moschiferus
Mosia nigrescens
Mungos mungo
Mungotictis decemlineata
Muntiacus atherodes
Muntiacus crinifrons
Muntiacus feae
Muntiacus gongshanensis
Muntiacus muntjak
Muntiacus putaoensis
Muntiacus reevesi
Muntiacus rooseveltorum
Muntiacus truongsonensis
Muntiacus vaginalis
Muntiacus vuquangensis
Murexia habbema
Murexia longicaudata
Murexia melanurus
Murexia naso
Murexia rothschildi
Muriculus imberbis
Murina aenea
Murina bicolor
Murina chrysochaetes
Murina cyclotis
Murina eleryi
Murina fanjingshanensis
Murina feae
Murina florium
Murina gracilis
Murina harpioloides
Murina harrisoni
Murina hilgendorfi
Murina hkakaboraziensis
Murina huttoni
Murina huttonii
Murina jaintiana
Murina jinchui
Murina kontumensis
Murina leucogaster
Murina liboensis
Murina lorelieae
Murina peninsularis
Murina pluvialis
Murina puta
Murina recondita
Murina rongjiangensis
Murina rozendaali
Murina ryukyuana
Murina shuipuensis
Murina suilla
Murina tubinaris
Murina ussuriensis
Murina walstoni
Mus abbotti
Mus baoulei
Mus booduga
Mus bufo
Mus callewaerti
Mus caroli
Mus cervicolor
Mus cookii
Mus crociduroides
Mus cypriacus
Mus emesi
Mus famulus
Mus fernandoni
Mus fragilicauda
Mus gerbillus
Mus gratus
Mus harennensis
Mus haussa
Mus indutus
Mus lepidoides
Mus macedonicus
Mus mahomet
Mus mattheyi
Mus mayori
Mus minutoides
Mus musculoides
Mus musculus
Mus neavei
Mus nitidulus
Mus pahari
Mus platythrix
Mus poschiavinus
Mus saxicola
Mus setulosus
Mus shortridgei
Mus sorella
Mus spicilegus
Mus spretus
Mus tenellus
Mus terricolor
Mus triton
Muscardinus avellanarius
Musonycteris harrisoni
Musseromys anacuao
Musseromys beneficus
Musseromys gulantang
Musseromys inopinatus
Mustela aistoodonnivalis
Mustela altaica
Mustela erminea
Mustela eversmannii
Mustela haidarum
Mustela itatsi
Mustela kathiah
Mustela lutreola
Mustela nigripes
Mustela nivalis
Mustela nudipes
Mustela putorius
Mustela richardsonii
Mustela sibirica
Mustela strigidorsa
Mydaus javanensis
Mydaus marchei
Mylodon darwinii
Mylomys dybowskii
Myocastor coypus
Myodes californicus
Myodes glareolus
Myodes regulus
Myodes rufocanus
Myodes shanseius
Myoictis leucura
Myoictis melas
Myoictis wallacei
Myoictis wavicus
Myomimus roachi
Myomyscus verreauxii
Myonycteris angolensis
Myonycteris brachycephala
Myonycteris leptodon
Myonycteris relicta
Myonycteris torquata
Myoprocta acouchy
Myoprocta pratti
Myopterus daubentonii
Myopus schisticolor
Myosciurus pumilio
Myosorex babaulti
Myosorex blarina
Myosorex cafer
Myosorex geata
Myosorex jejei
Myosorex kihaulei
Myosorex longicaudatus
Myosorex meesteri
Myosorex sclateri
Myosorex varius
Myosorex zinki
Myospalax aspalax
Myospalax myospalax
Myospalax psilurus
Myotis adversus
Myotis albescens
Myotis alcathoe
Myotis altarium
Myotis ancricola
Myotis anjouanensis
Myotis annamiticus
Myotis annatessae
Myotis annectans
Myotis arescens
Myotis armiensis
Myotis atacamensis
Myotis ater
Myotis attenboroughi
Myotis auriculus
Myotis austroriparius
Myotis badius
Myotis barquezi
Myotis bechsteinii
Myotis blythii
Myotis bocagii
Myotis bombinus
Myotis borneoensis
Myotis brandtii
Myotis bucharensis
Myotis californicus
Myotis capaccinii
Myotis caucensis
Myotis chiloensis
Myotis chinensis
Myotis ciliolabrum
Myotis clydejonesi
Myotis crypticus
Myotis csorbai
Myotis dasycneme
Myotis daubentonii
Myotis davidii
Myotis diminutus
Myotis dinellii
Myotis dominicensis
Myotis elegans
Myotis emarginatus
Myotis escalerai
Myotis evotis
Myotis federatus
Myotis fimbriatus
Myotis findleyi
Myotis flavus
Myotis formosus
Myotis fortidens
Myotis frater
Myotis gomantongensis
Myotis goudotii
Myotis grisescens
Myotis handleyi
Myotis hasseltii
Myotis horsfieldii
Myotis hoveli
Myotis huariorum
Myotis hyrcanicus
Myotis ikonnikovi
Myotis indochinensis
Myotis izecksohni
Myotis keaysi
Myotis keenii
Myotis laniger
Myotis larensis
Myotis lavali
Myotis leibii
Myotis levis
Myotis longicaudatus
Myotis longipes
Myotis lucifugus
Myotis macrodactylus
Myotis macropus
Myotis macrotarsus
Myotis martiniquensis
Myotis melanorhinus
Myotis midastactus
Myotis moluccarum
Myotis montivagus
Myotis moratellii
Myotis muricola
Myotis myotis
Myotis myotis/blythii
Myotis mystacinus
Myotis nattereri
Myotis nesopolus
Myotis nigricans
Myotis nimbaensis
Myotis nipalensis
Myotis nustrale
Myotis occultus
Myotis oxygnathus
Myotis oxyotus
Myotis peninsularis
Myotis pequinius
Myotis petax
Myotis peytoni
Myotis phanluongi
Myotis pilosatibialis
Myotis pilosus
Myotis planiceps
Myotis pruinosus
Myotis punicus
Myotis ridleyi
Myotis riparius
Myotis rosseti
Myotis ruber
Myotis rufoniger
Myotis schaubi
Myotis scotti
Myotis secundus
Myotis septentrionalis
Myotis sibiricus
Myotis sicarius
Myotis siligorensis
Myotis simus
Myotis sodalis
Myotis soror
Myotis thysanodes
Myotis tricolor
Myotis tschuliensis
Myotis velifer
Myotis vivesi
Myotis volans
Myotis watasei
Myotis welwitschii
Myotis yanbarensis
Myotis yumanensis
Myotis zenatius
Myotragus balearicus
Myrmecobius fasciatus
Myrmecophaga tridactyla
Mysateles prehensilis
Mystacina tuberculata
Mystromys albicaudatus
Myzopoda aurita
Myzopoda schliemanni
Naemorhedus baileyi
Naemorhedus caudatus
Naemorhedus cranbrooki
Naemorhedus evansi
Naemorhedus goral
Naemorhedus griseus
Nandinia binotata
Nanger dama
Nanger granti
Nanger soemmerringii
Nannosciurus melanotis
Nannospalax bulgaricus
Nannospalax ceyhanus
Nannospalax cilicicus
Nannospalax ehrenbergi
Nannospalax galili
Nannospalax golani
Nannospalax hellenicus
Nannospalax hungaricus
Nannospalax insularis
Nannospalax judaei
Nannospalax leucodon
Nannospalax montanoserbicus
Nannospalax monticola
Nannospalax nehringi
Nannospalax serbicus
Nannospalax tuncelicus
Nannospalax turcicus
Nanonycteris veldkampii
Napaeozapus insignis
Nasalis larvatus
Nasua narica
Nasua nasua
Nasuella meridensis
Nasuella olivacea
Natalus jamaicensis
Natalus macrourus
Natalus major
Natalus mexicanus
Natalus saturatus
Natalus stramineus
Natalus tumidirostris
Neacomys amoenus
Neacomys auriventer
Neacomys dubosti
Neacomys elieceri
Neacomys guianae
Neacomys marajoara
Neacomys minutus
Neacomys paracou
Neacomys rosalindae
Neacomys spinosus
Neacomys tenuipes
Neacomys vargasllosai
Neacomys vossi
Neacomys xingu
Neamblysomus gunningi
Neamblysomus julianae
Necromys amoenus
Necromys benefactus
Necromys lactens
Necromys lasiurus
Necromys lenguarum
Necromys lilloi
Necromys obscurus
Necromys temchuki
Necromys urichi
Nectogale elegans
Nectogale sikhimensis
Nectomys apicalis
Nectomys rattus
Nectomys squamipes
Nelsonia goldmani
Nelsonia neotomodon
Neocnus comes
Neocnus dousman
Neodon bershulaensis
Neodon chayuensis
Neodon clarkei
Neodon forresti
Neodon fuscus
Neodon irene
Neodon leucurus
Neodon liaoruii
Neodon linzhiensis
Neodon medogensis
Neodon namchabarwaensis
Neodon nyalamensis
Neodon shergylaensis
Neodon sikimensis
Neoeptesicus andinus
Neoeptesicus brasiliensis
Neoeptesicus chiriquinus
Neoeptesicus diminutus
Neoeptesicus furinalis
Neoeptesicus innoxius
Neoeptesicus orinocensis
Neoeptesicus ulapesensis
Neofelis diardi
Neofelis nebulosa
Neofiber alleni
Neogale africana
Neogale felipei
Neogale frenata
Neogale vison
Neohylomys hainanensis
Neohylomys vietnamensis
Neomicroxus bogotensis
Neomonachus schauinslandi
Neomonachus tropicalis
Neomys anomalus
Neomys fodiens
Neomys teres
Neophascogale lorentzii
Neophoca cinerea
Neophocaena asiaeorientalis
Neophocaena phocaenoides
Neophocaena sunameri
Neopteryx frosti
Neoromicia anchietae
Neoromicia bemainty
Neoromicia guineensis
Neoromicia helios
Neoromicia hlandzeni
Neoromicia somalicus
Neoromicia zuluensis
Neotamias alpinus
Neotamias bulleri
Neotamias cinereicollis
Neotamias cratericus
Neotamias durangae
Neotamias grisescens
Neotamias ochrogenys
Neotamias panamintinus
Neotamias ruficaudus
Neotamias siskiyou
Neotetracus sinensis
Neotoma albigula
Neotoma angustapalata
Neotoma bryanti
Neotoma cinerea
Neotoma devia
Neotoma ferruginea
Neotoma floridana
Neotoma fuscipes
Neotoma goldmani
Neotoma isthmica
Neotoma lepida
Neotoma leucodon
Neotoma macrotis
Neotoma magister
Neotoma melanura
Neotoma mexicana
Neotoma micropus
Neotoma nelsoni
Neotoma phenax
Neotoma picta
Neotoma stephensi
Neotomodon alstoni
Neotomys ebriosus
Neotragus batesi
Neotragus moschatus
Neotragus pygmaeus
Nephelomys albigularis
Nephelomys childi
Nephelomys devius
Nephelomys keaysi
Nephelomys levipes
Nephelomys meridensis
Nephelomys moerex
Nephelomys pectoralis
Nephelomys ricardopalmai
Nesiotites hidalgo
Nesogale dobsoni
Nesogale talazaci
Nesokia indica
Nesolagus netscheri
Nesolagus timminsi
Nesomys audeberti
Nesomys rufus
Nesonycteris ardoulisi
Nesonycteris fardoulisi
Nesonycteris maccoyi
Nesonycteris mengermani
Nesoryzomys fernandinae
Nesoryzomys indefessus
Nesoryzomys narboroughi
Nesoryzomys swarthi
Neurotrichus gibbsii
Neuryurus rudis
Neusticomys monticolus
Neusticomys oyapocki
Neusticomys peruviensis
Neusticomys vossi
Nilgiritragus hylocrius
Nilopegamys plumbeus
Ningaui ridei
Ningaui timealeyi
Ningaui yvonnae
Niviventer andersoni
Niviventer brahma
Niviventer bukit
Niviventer confucianus
Niviventer coninga
Niviventer cremoriventer
Niviventer culturatus
Niviventer eha
Niviventer excelsior
Niviventer fengi
Niviventer fulvescens
Niviventer gladiusmaculus
Niviventer hinpoon
Niviventer huang
Niviventer lepturus
Niviventer lotipes
Niviventer mekongis
Niviventer niviventer
Niviventer rapit
Niviventer sacer
Niviventer tenaster
Noctilio albiventris
Noctilio leporinus
Nomascus annamensis
Nomascus concolor
Nomascus gabriellae
Nomascus hainanus
Nomascus leucogenys
Nomascus nasutus
Nomascus siki
Notamacropus agilis
Notamacropus dorsalis
Notamacropus eugenii
Notamacropus greyi
Notamacropus irma
Notamacropus parma
Notamacropus parryi
Notamacropus rufogriseus
Nothocricetulus migratorius
Nothrotheriops shastensis
Notiomastodon platensis
Notiomys edwardsii
Notiosorex cockrumi
Notiosorex crawfordi
Notiosorex evotis
Notocitellus adocetus
Notocitellus annulatus
Notomys alexis
Notomys amplus
Notomys aquilo
Notomys cervinus
Notomys fuscus
Notomys longicaudatus
Notomys macrotis
Notomys mitchellii
Notopteris macdonaldii
Notoryctes caurinus
Notoryctes typhlops
Nyctalus aviator
Nyctalus azoreum
Nyctalus lasiopterus
Nyctalus leisleri
Nyctalus noctula
Nyctalus plancyi
Nyctereutes procyonoides
Nyctereutes viverrinus
Nycteris arge
Nycteris grandis
Nycteris hispida
Nycteris javanica
Nycteris macrotis
Nycteris madagascariensis
Nycteris major
Nycteris thebaica
Nycteris tragata
Nycticebus bengalensis
Nycticebus borneanus
Nycticebus coucang
Nycticebus hilleri
Nycticebus javanicus
Nycticebus kayan
Nycticebus menagensis
Nycticeinops bellieri
Nycticeinops crassulus
Nycticeinops eisentrauti
Nycticeinops grandidieri
Nycticeinops happoldorum
Nycticeinops macrocephalus
Nycticeinops schlieffeni
Nycticeius humeralis
Nyctiellus lepidus
Nyctimene aello
Nyctimene albiventer
Nyctimene cephalotes
Nyctimene certans
Nyctimene major
Nyctimene rabori
Nyctimene robinsoni
Nyctimene vizcaccia
Nyctinomops aurispinosus
Nyctinomops femorosaccus
Nyctinomops laticaudatus
Nyctinomops macrotis
Nyctomys sumichrasti
Nyctophilus arnhemensis
Nyctophilus bifax
Nyctophilus corbeni
Nyctophilus daedalus
Nyctophilus geoffroyi
Nyctophilus gouldi
Nyctophilus holtorum
Nyctophilus microdon
Nyctophilus microtis
Ochotona alpina
Ochotona annectens
Ochotona argentata
Ochotona brookei
Ochotona cansus
Ochotona collaris
Ochotona coreana
Ochotona curzoniae
Ochotona dauurica
Ochotona erythrotis
Ochotona forresti
Ochotona gaoligongensis
Ochotona gloveri
Ochotona himalayana
Ochotona hoffmanni
Ochotona huangensis
Ochotona huanglongensis
Ochotona hyperborea
Ochotona iliensis
Ochotona koslowi
Ochotona ladacensis
Ochotona macrotis
Ochotona mantchurica
Ochotona muliensis
Ochotona nigritia
Ochotona nubrica
Ochotona pallasi
Ochotona princeps
Ochotona pusilla
Ochotona roylei
Ochotona rufescens
Ochotona rutila
Ochotona sikimaria
Ochotona syrinx
Ochotona thibetana
Ochotona thomasi
Ochotona turuchanensis
Ochotona vizier
Ochromyscus brockmani
Ochromyscus yemeni
Ochrotomys nuttalli
Octodon bridgesii
Octodon degus
Octodon lunatus
Octodon pacificus
Octodon ricardojeda
Octodontomys gliroides
Octomys mimax
Odobenus rosmarus
Odocoileus hemionus
Odocoileus pandora
Odocoileus virginianus
Oecomys auyantepui
Oecomys bicolor
Oecomys catherinae
Oecomys cleberi
Oecomys concolor
Oecomys flavicans
Oecomys franciscorum
Oecomys mamorae
Oecomys matogrossensis
Oecomys osgoodi
Oecomys paricola
Oecomys phaeotis
Oecomys rex
Oecomys roberti
Oecomys rutilus
Oecomys speciosus
Oecomys superans
Oecomys sydandersoni
Oecomys tapajinus
Oecomys trabeatus
Oecomys trinitatis
Oenomys hypoxanthus
Okapia johnstoni
Olallamys albicauda
Oligoryzomys andinus
Oligoryzomys arenalis
Oligoryzomys brendae
Oligoryzomys chacoensis
Oligoryzomys costaricensis
Oligoryzomys destructor
Oligoryzomys flavescens
Oligoryzomys fornesi
Oligoryzomys fulvescens
Oligoryzomys longicaudatus
Oligoryzomys magellanicus
Oligoryzomys mattogrossae
Oligoryzomys messorius
Oligoryzomys microtis
Oligoryzomys moojeni
Oligoryzomys nigripes
Oligoryzomys occidentalis
Oligoryzomys rupestris
Oligoryzomys stramineus
Oligoryzomys utiaritensis
Oligoryzomys vegetus
Ommatophoca rossii
Ondatra zibethicus
Onychogalea frenata
Onychogalea unguifera
Onychomys arenicola
Onychomys leucogaster
Onychomys torridus
Orcaella brevirostris
Orcaella heinsohni
Orcinus orca
Oreamnos americanus
Oreamnos harringtoni
Oreoryzomys balneator
Oreoscaptor mizura
Oreotragus oreotragus
Orientallactaga balikunica
Orientallactaga bullata
Orientallactaga sibirica
Ornithorhynchus anatinus
Orthogeomys cuniculus
Orthogeomys grandis
Orycteropus afer
Oryctolagus cuniculus
Oryx beisa
Oryx dammah
Oryx gazella
Oryx leucoryx
Oryzomys couesi
Oryzomys mexicanus
Oryzomys palustris
Oryzomys texensis
Oryzorictes hova
Oryzorictes tetradactylus
Osgoodomys banderanus
Osphranter antilopinus
Osphranter bernardus
Osphranter robustus
Osphranter rufus
Otaria byronia
Otocolobus manul
Otocyon megalotis
Otolemur crassicaudatus
Otolemur garnettii
Otolemur monteiri
Otomops harrisoni
Otomops madagascariensis
Otomops martiensseni
Otomops wroughtoni
Otomys anchietae
Otomys angoniensis
Otomys auratus
Otomys barbouri
Otomys burtoni
Otomys dartmouthi
Otomys denti
Otomys irroratus
Otomys jacksoni
Otomys lacustris
Otomys laminatus
Otomys maximus
Otomys occidentalis
Otomys orestes
Otomys saundersiae
Otomys simiensis
Otomys sloggetti
Otomys tropicalis
Otomys typus
Otomys unisulcatus
Otomys uzungwensis
Otonycteris hemprichii
Otonycteris leucophaea
Otonyctomys hatti
Otopteropus cartilagonodus
Otospermophilus atricapillus
Otospermophilus beecheyi
Otospermophilus variegatus
Ototylomys chiapensis
Ototylomys phyllotis
Ourebia ourebi
Ovibos moschatus
Ovis ammon
Ovis aries
Ovis canadensis
Ovis dalli
Ovis gmelinii
Ovis nivicola
Ovis orientalis
Ovis vignei
Oxymycterus akodontius
Oxymycterus amazonicus
Oxymycterus dasytrichus
Oxymycterus delator
Oxymycterus hiska
Oxymycterus hispidus
Oxymycterus iheringi
Oxymycterus inca
Oxymycterus itapeby
Oxymycterus josei
Oxymycterus juliacae
Oxymycterus nasutus
Oxymycterus nigrifrons
Oxymycterus paramensis
Oxymycterus quaestor
Oxymycterus rufus
Oxymycterus wayku
Oxymycterus willkaurco
Ozimops beccarii
Ozimops cobourgianus
Ozimops halli
Ozimops kitcheneri
Ozimops loriae
Ozimops lumsdenae
Ozimops petersi
Ozimops planiceps
Ozimops ridei
Ozotoceros bezoarticus
Pachylemur jullyi
Pachyuromys duprasi
Paguma larvata
Palaeopropithecus ingens
Palaeopropithecus maximus
Palawanomys furvus
Palawanosorex muscorum
Pan paniscus
Pan troglodytes
Panthera leo
Panthera onca
Panthera pardus
Panthera spelaea
Panthera tigris
Panthera uncia
Pantholops hodgsonii
Papagomys armandvillei
Papio anubis
Papio cynocephalus
Papio hamadryas
Papio kindae
Papio papio
Papio ursinus
Pappogeomys alcorni
Pappogeomys bulleri
Parablarinella griselda
Paracrocidura maxima
Paracrocidura schoutedeni
Paracynictis selousi
Paradipus ctenodactylus
Paradoxurus hermaphroditus
Paradoxurus jerdoni
Paradoxurus montanus
Paradoxurus musangus
Paradoxurus zeylonensis
Paraechinus aethiopicus
Paraechinus hypomelas
Paraechinus micropus
Paraechinus nudiventris
Paragalago cocos
Paragalago granti
Paragalago zanzibaricus
Parahyaena brunnea
Parahydromys asper
Paraleptomys wilhelmina
Paramelomys levipes
Paramelomys lorentzii
Paramelomys moncktoni
Paramelomys platyops
Paramelomys rubex
Paramylodon harlani
Parantechinus apicalis
Paranyctimene raptor
Parascalops breweri
Parascaptor leucura
Parasciurus arizonensis
Parasciurus nayaritensis
Parastrellus hesperus
Paratriaenops auritus
Paratriaenops furcula
Paraxerus alexandri
Paraxerus cepapi
Paraxerus ochraceus
Paraxerus vexillarius
Pardofelis marmorata
Paremballonura atrata
Paremballonura tiavato
Parocnus serus
Parotomys brantsii
