number,scientific_name,english_common_name
1705,Feresa attenuata,Pygmy Killer Whale
1707,Fossa fossana,Fossa
1708,Frateromys fratrorum,Mouse
1709,Fukomys amatus,Mole Rat
1710,Fukomys anselli,Mole-rat
1711,Fukomys bocagei,Mole-rat
1712,Fukomys choma,Mole Rat
1713,Fukomys damarensis,Mole Rat
1714,Fukomys darlingi,Mole-rat
1715,Fukomys foxi,Mole Rat
1716,Fukomys hanangensis,Mole-rat
1717,Fukomys kafuensis,Mole-rat
1718,Fukomys livingstoni,Mole-rat
1719,Fukomys mechowii,Mole-rat
1720,Fukomys micklemi,Mole-rat
1721,Fukomys ochraceocinereus,Mole-rat
1722,Fukomys whytei,Mole-rat
1723,Fukomys zechi,Mole Rat
1724,Funambulus layardi,Squirrel
1725,Funambulus palmarum,Squirrel
1726,Funambulus pennantii,Squirrel
1727,Funambulus sublineatus,Squirrel
1728,Funambulus tristriatus,Squirrel
1729,Funisciurus anerythrus,Squirrel
1730,Funisciurus carruthersi,Squirrel
1731,Funisciurus pyrropus,Squirrel
1732,Furipterus horrens,Bat
1733,Galago alleni,Bushbaby
1734,Galago gabonensis,Bushbaby
1735,Galago gallarum,Bushbaby
1736,Galago matschiei,Bushbaby
1737,Galago moholi,Bushbaby
1738,Galago senegalensis,Bushbaby
1739,Galagoides cocos,Bushbaby
1740,Galagoides demidoff,Bushbaby
1741,Galagoides orinus,Bushbaby
1743,Galagoides thomasi,Bushbaby
1744,Galea monasteriensis,Guinea Pig
1745,Galea musteloides,Guinea Pig
1746,Galea spixii,Cavy
1748,Galegeeska rufescens,Elephant Shrew
1749,Galemys pyrenaicus,Pyrenean Desman
1750,Galenomys garleppii,Mouse
1751,Galeopterus variegatus,Flying Lemur
1752,Galerella nigrata,Mongoose
1753,Galerella pulverulenta,Mongoose
1754,Galerella sanguinea,Mongoose
1755,Galictis cuja,Grison
1756,Galictis vittata,Grison
1757,Galidia elegans,Mongoose
1760,Gardnerycteris crenulata,Bat
1761,Gardnerycteris keenani,Bat
1762,Gardnerycteris koepckeae,Bat
1763,Gazella arabica,Gazelle
1764,Gazella bennettii,Gazelle
1765,Gazella cuvieri,Gazelle
1766,Gazella dorcas,Gazelle
1767,Gazella erlangeri,Gazelle
1768,Gazella gazella,Gazelle
1769,Gazella leptoceros,Gazelle
1770,Gazella saudiya,Gazelle
1771,Gazella spekei,Gazelle
1772,Gazella subgutturosa,Gazelle
1773,Genetta abyssinica,Genet
1774,Genetta angolensis,Genet
1775,Genetta bourloni,Genet
1776,Genetta cristata,Genet
1777,Genetta felina,Genet
1778,Genetta genetta,Genet
1779,Genetta johnstoni,Genet
1780,Genetta maculata,Genet
1781,Genetta pardina,Genet
1782,Genetta piscivora,Genet
1783,Genetta poensis,Genet
1784,Genetta servalina,Genet
1785,Genetta thierryi,Genet
1786,Genetta tigrina,Genet
1787,Genetta victoriae,Genet
1792,Geogale aurita,Mouse
1793,Geomys arenarius,Gopher
1794,Geomys attwateri,Gopher
1795,Geomys brazensis,Gopher
1796,Geomys breviceps,Gopher
1797,Geomys bursarius,Gopher
1798,Geomys jugossicularis,Gopher
1799,Geomys knoxjonesi,Gopher
1800,Geomys personatus,Gopher
1801,Geomys pinetis,Gopher
1802,Geomys streckeri,Gopher
1803,Geomys texensis,Gopher
1804,Geomys tropicalis,Gopher
1805,Georychus capensis,Mole Rat
1806,Geoxus annectens,Mouse
1807,Geoxus lafkenche,Mouse
1808,Geoxus michaelseni,Mouse
1809,Geoxus valdivianus,Mouse
1810,Gerbilliscus afer,Gerbil
1811,Gerbilliscus boehmi,Gerbil
1812,Gerbilliscus brantsii,Gerbil
1813,Gerbilliscus gambianus,Gambian Gerbil
1814,Gerbilliscus guineae,Gerbil
1815,Gerbilliscus inclusus,Gerbil
1816,Gerbilliscus kempi,Gerbil
1817,Gerbilliscus leucogaster,Gerbil
1818,Gerbilliscus nigricaudus,Gerbil
1819,Gerbilliscus phillipsi,Gerbil
1820,Gerbilliscus robustus,Gerbil
1821,Gerbilliscus taborae,Gerbil
1822,Gerbilliscus validus,Gerbil
1823,Gerbilliscus vicinus,Gerbil
1824,Gerbillurus paeba,Mouse
1825,Gerbillurus setzeri,Gerbil
1826,Gerbillurus tytonis,Mouse
1827,Gerbillurus vallinus,Mouse
1828,Gerbillus amoenus,Mouse
1829,Gerbillus andersoni,Gerbil
1830,Gerbillus cheesmani,Mouse
1831,Gerbillus floweri,Mouse
1832,Gerbillus gerbillus,Gerbil
1833,Gerbillus henleyi,Mouse
1834,Gerbillus hesperinus,Mouse
1835,Gerbillus hoogstrali,Gerbil
1836,Gerbillus latastei,Gerbil
1837,Gerbillus mesopotamiae,Gerbil
1838,Gerbillus nancillus,Mouse
1839,Gerbillus nanus,Mouse
1840,Gerbillus nigeriae,Mouse
1841,Gerbillus occiduus,Mouse
1842,Gerbillus perpallidus,Gerbil
1843,Gerbillus poecilops,Mouse
1844,Gerbillus pusillus,Gerbil
1845,Gerbillus pyramidum,Gerbil
1846,Gerbillus tarabuli,Gerbil
1847,Giraffa camelopardalis,Giraffe
1848,Giraffa giraffa,Giraffe
1849,Giraffa reticulata,Giraffe
1850,Giraffa tippelskirchi,Giraffe
1851,Glaucomys oregonensis,Flying Squirrel
1852,Glaucomys sabrinus,Flying Squirrel
1853,Glaucomys volans,Flying Squirrel
1854,Glauconycteris alboguttata,Bat
1855,Glauconycteris argentata,Bat
1856,Glauconycteris atra,Bat
1857,Glauconycteris beatrix,Bat
1858,Glauconycteris curryae,Bat
1859,Glauconycteris egeria,Bat
1860,Glauconycteris humeralis,Bat
1861,Glauconycteris poensis,Bat
1862,Glauconycteris superba,Bat
1863,Glauconycteris variegata,Bat
1865,Glirulus japonicus,Dormouse
1866,Glis glis,Dormouse
1867,Glischropus aquilus,Bat
1868,Glischropus bucephalus,Bat
1869,Glischropus tylopus,Bat
1870,Globicephala macrorhynchus,Whale
1871,Globicephala melas,Whale
1872,Glossophaga commissarisi,Bat
1873,Glossophaga leachii,Bat
1874,Glossophaga longirostris,Bat
1875,Glossophaga morenoi,Bat
1876,Glossophaga mutica,Bat
1877,Glossophaga soricina,Bat
1879,Glyphonycteris daviesi,Bat
1880,Glyphonycteris sylvestris,Bat
1881,Glyphotes simus,Monkey
1882,Golunda ellioti,Mouse
1883,Gorilla beringei,Gorilla
1884,Gorilla gorilla,Gorilla
1885,Gracilimus radix,Mouse
1886,Gracilinanus aceramarcae,Mouse
1887,Gracilinanus agilis,Mouse Opossum
1888,Gracilinanus emiliae,Mouse Opossum
1889,Gracilinanus marica,Mouse Opossum
1890,Gracilinanus microtarsus,Mouse Opossum
1891,Gracilinanus peruanus,Mouse Opossum
1892,Grammomys cometes,Mouse
1893,Grammomys dolichurus,Mouse
1894,Grammomys dryas,Mouse
1895,Grammomys gazellae,Mouse
1896,Grammomys ibeanus,Mouse
1897,Grammomys macmillani,Mouse
1898,Grammomys poensis,Mouse
1899,Grammomys polionops,Mouse
1900,Grammomys selousi,Mouse
1901,Grammomys surdaster,Mouse
1902,Grampus griseus,Risso's Dolphin
1903,Graomys centralis,Mouse
1904,Graomys chacoensis,Mouse
1905,Graomys domorum,Mouse
1906,Graomys griseoflavus,Mouse
1907,Graphiurus kelleni,Dormouse
1908,Graphiurus lorraineus,Dormouse
1909,Graphiurus microtis,Dormouse
1910,Graphiurus murinus,Dormouse
1911,Graphiurus ocularis,Dormouse
1912,Graphiurus platyops,Dormouse
1913,Guerlinguetus aestuans,Squirrel
1914,Guerlinguetus brasiliensis,Squirrel
1915,Gulo gulo,Wolverine
1916,Gymnobelideus leadbeateri,Leadbeater's Possum
1917,Gymnuromys roberti,Mouse
1918,Habromys chinanteco,Mouse
1919,Habromys delicatulus,Mouse
1920,Habromys ixtlani,Mouse
1921,Habromys lepturus,Mouse
1922,Habromys lophurus,Mouse
1923,Habromys schmidlyi,Mouse
1924,Habromys simulatus,Mouse
1926,Hadrosciurus igniventris,Squirrel
1927,Hadrosciurus pyrrhinus,Squirrel
1928,Hadrosciurus spadiceus,Squirrel
1929,Haeromys minahassae,Mouse
1930,Halichoerus grypus,Seal
1932,Halmaheramys wallacei,Mouse
1933,Handleyomys alfaroi,Mouse
1934,Handleyomys chapmani,Mouse
1935,Handleyomys fuscatus,Mouse
1936,Handleyomys guerrerensis,Mouse
1937,Handleyomys intectus,Mouse
1938,Handleyomys melanotis,Mouse
1939,Handleyomys rhabdops,Mouse
1940,Handleyomys rostratus,Mouse
1941,Handleyomys saturatior,Mouse
1942,Hapalemur alaotrensis,Lemur
1943,Hapalemur aureus,Golden Bamboo Lemur
1944,Hapalemur gilberti,Lemur
1945,Hapalemur griseus,Lemur
1946,Hapalemur meridionalis,Lemur
1947,Hapalemur occidentalis,Lemur
1948,Hapalomys delacouri,Mouse
1949,Hapalomys longicaudatus,Mouse
1950,Hapalomys suntsovi,Mouse
1951,Haplonycteris fischeri,Bat
1952,Haringtonhippus francisci,Horse
1953,Harpiocephalus harpia,Bat
1954,Harpiocephalus mordax,Bat
1955,Harpiola isodon,Bat
1956,Harpyionycteris celebensis,Bat
1957,Harpyionycteris whiteheadi,Bat
1958,Heimyscus fumosus,Mouse
1959,Helarctos malayanus,Sun Bear
1960,Heliophobius argenteocinereus,Mole Rat
1961,Heliophobius emini,Mole Rat
1962,Heliosciurus gambianus,Squirrel
1963,Heliosciurus rufobrachium,Squirrel
1964,Heliosciurus ruwenzorii,Squirrel
1965,Heliosciurus undulatus,Squirrel
1966,Helogale hirtula,Mongoose
1967,Helogale parvula,Mongoose
1968,Hemibelideus lemuroides,Lemur
1969,Hemicentetes nigriceps,Tenrec
1970,Hemicentetes semispinosus,Tenrec
1971,Hemiechinus auritus,Hedgehog
1972,Hemigalus derbyanus,Civet
1973,Hemitragus jemlahicus,Himalayan Tahr
1974,Herpailurus yagouaroundi,Jaguarundi
1975,Herpestes brachyurus,Mongoose
1976,Herpestes edwardsi,Mongoose
1977,Herpestes fuscus,Mongoose
1978,Herpestes ichneumon,Mongoose
1979,Herpestes semitorquatus,Mongoose
1980,Herpestes smithii,Mongoose
1981,Herpestes urva,Mongoose
1982,Herpestes vitticollis,Mongoose
1983,Hesperoptenus blanfordi,Bat
1984,Hesperoptenus doriae,Bat
1985,Hesperoptenus tickelli,Bat
1986,Hesperoptenus tomesi,Bat
1987,Hesperosciurus griseus,Squirrel
1988,Heterocephalus glaber,Naked Mole Rat
1989,Heterogeomys cavator,Gopher
1992,Heterogeomys heterodus,Gopher
1993,Heterogeomys hispidus,Gopher
1994,Heterogeomys lanius,Gopher
1996,Heterohyrax brucei,Hyrax
1997,Heteromys adspersus,Mouse
1998,Heteromys anomalus,Mouse
1999,Heteromys australis,Mouse
2000,Heteromys desmarestianus,Mouse
2001,Heteromys gaumeri,Mouse
2002,Heteromys goldmani,Mouse
2003,Heteromys irroratus,Mouse
2004,Heteromys nelsoni,Mouse
2005,Heteromys nubicolens,Mouse
2006,Heteromys oasicus,Mouse
2007,Heteromys oresterus,Mouse
2008,Heteromys pictus,Mouse
2009,Heteromys salvini,Mouse
2010,Heteromys spectabilis,Mouse
2011,Hexaprotodon liberiensis,Pygmy Hippopotamus
2015,Hippocamelus antisensis,Deer
2016,Hippocamelus bisulcus,Deer
2017,Hippopotamus amphibius,Hippopotamus
2018,Hippopotamus minor,Hippopotamus
2019,Hipposideros abae,Bat
2020,Hipposideros alongensis,Bat
2021,Hipposideros armiger,Bat
2022,Hipposideros ater,Bat
2023,Hipposideros beatus,Bat
2024,Hipposideros bicolor,Bat
2025,Hipposideros boeadii,Bat
2026,Hipposideros caffer,Bat
2027,Hipposideros calcaratus,Bat
2028,Hipposideros cervinus,Bat
2029,Hipposideros cineraceus,Bat
2030,Hipposideros coronatus,Bat
2031,Hipposideros coxi,Bat
2032,Hipposideros demissus,Bat
2033,Hipposideros diadema,Bat
2034,Hipposideros dinops,Bat
2035,Hipposideros doriae,Bat
2036,Hipposideros durgadasi,Bat
2037,Hipposideros dyacorum,Bat
2038,Hipposideros einnaythu,Bat
2039,Hipposideros fuliginosus,Bat
2040,Hipposideros fulvus,Bat
2041,Hipposideros galeritus,Bat
2042,Hipposideros gentilis,Bat
2043,Hipposideros grandis,Bat
2044,Hipposideros griffini,Bat
2045,Hipposideros halophyllus,Bat
2046,Hipposideros hypophyllus,Bat
2047,Hipposideros jonesi,Bat
2048,Hipposideros khaokhouayensis,Bat
2049,Hipposideros khasiana,Bat
2050,Hipposideros kingstonae,Bat
2051,Hipposideros kunzi,Bat
2052,Hipposideros lamottei,Bat
2053,Hipposideros lankadiva,Bat
2054,Hipposideros larvatus,Bat
2055,Hipposideros lekaguli,Bat
2056,Hipposideros lylei,Bat
2057,Hipposideros marisae,Bat
2058,Hipposideros nicobarulae,Bat
2059,Hipposideros obscurus,Bat
2060,Hipposideros pelingensis,Bat
2061,Hipposideros pendleburyi,Bat
2062,Hipposideros pomona,Bat
2063,Hipposideros poutensis,Bat
2064,Hipposideros pratti,Bat
2065,Hipposideros pygmaeus,Bat
2066,Hipposideros ridleyi,Bat
2067,Hipposideros rotalis,Bat
2068,Hipposideros ruber,Bat
2069,Hipposideros scutinares,Bat
2070,Hipposideros speoris,Bat
2071,Hipposideros turpis,Bat
2072,Hippotragus equinus,Roan Antelope
2074,Hippotragus niger,Sable Antelope
2075,Histiotus diaphanopterus,Bat
2076,Histiotus humboldti,Bat
2077,Histiotus laephotis,Bat
2078,Histiotus macrotus,Bat
2079,Histiotus magellanicus,Bat
2080,Histiotus mochica,Bat
2081,Histiotus montanus,Bat
2082,Histiotus velatus,Bat
2083,Hodomys alleni,Mouse
2084,Holochilus brasiliensis,Rat
2085,Holochilus chacarius,Mouse
2086,Holochilus nanus,Mouse
2087,Holochilus sciureus,Rat
2088,Holochilus vulpinus,Mouse
2090,Homo sapiens,Human
2092,Homotherium serum,Saber-toothed Cat
2093,Hoolock hoolock,Gibbon
2094,Hoolock leuconedys,Gibbon
2095,Hoolock tianxing,Gibbon
2096,Hoplomys gymnurus,Mouse
2097,Hsunycteris cadenai,Bat
2098,Hsunycteris dashe,Bat
2099,Hsunycteris pattoni,Bat
2100,Hsunycteris thomasi,Bat
2101,Huetia leucorhinus,Monkey
2102,Hyaena hyaena,Hyena
2103,Hybomys badius,Mouse
2104,Hybomys basilii,Mouse
2105,Hybomys eisentrauti,Mouse
2106,Hybomys lunaris,Mouse
2107,Hybomys planifrons,Mouse
2108,Hybomys rufocanus,Mouse
2109,Hybomys trivirgatus,Mouse
2110,Hybomys univittatus,Mouse
2111,Hydrictis maculicollis,Otter
2112,Hydrochoerus hydrochaeris,Capybara
2113,Hydrodamalis gigas,Steller's Sea Cow
2114,Hydromys chrysogaster,Water Rat
2115,Hydromys neobrittanicus,Mouse
2116,Hydropotes inermis,Water Deer
2117,Hydrurga leptonyx,Leopard Seal
2118,Hyelaphus porcinus,Hog Deer
2119,Hyemoschus aquaticus,Water Chevrotain
2121,Hylaeamys acritus,Mouse
2122,Hylaeamys laticeps,Mouse
2123,Hylaeamys megacephalus,Mouse
2124,Hylaeamys perenensis,Mouse
2125,Hylaeamys seuanezi,Mouse
2126,Hylaeamys tatei,Mouse
2127,Hylaeamys yunganus,Mouse
2128,Hylobates agilis,Gibbon
2129,Hylobates albibarbis,Gibbon
2130,Hylobates funereus,Gibbon
2131,Hylobates klossii,Gibbon
2132,Hylobates lar,Gibbon
2133,Hylobates moloch,Gibbon
2134,Hylobates muelleri,Gibbon
2135,Hylobates pileatus,Gibbon
2136,Hylochoerus meinertzhageni,Giant Forest Hog
2137,Hylomys dorsalis,Hedgehog
2139,Hylomys maxi,Hedgehog
2140,Hylomys megalotis,Hedgehog
2141,Hylomys parvus,Hedgehog
2142,Hylomys peguensis,Hedgehog
2143,Hylomys suillus,Hedgehog
2144,Hylomys vorax,Hedgehog
2145,Hylomyscus aeta,Mouse
2146,Hylomyscus alleni,Mouse
2147,Hylomyscus anselli,Mouse
2148,Hylomyscus arcimontensis,Mouse
2149,Hylomyscus baeri,Mouse
2150,Hylomyscus denniae,Mouse
2151,Hylomyscus endorobae,Mouse
2152,Hylomyscus grandis,Mouse
2153,Hylomyscus heinrichorum,Mouse
2154,Hylomyscus kaimosae,Mouse
2155,Hylomyscus kerbispeterhansi,Mouse
2156,Hylomyscus mpungamachagorum,Mouse
2157,Hylomyscus pamfi,Mouse
2158,Hylomyscus parvus,Mouse
2159,Hylomyscus pygmaeus,Mouse
2160,Hylomyscus simus,Mouse
2161,Hylomyscus stanleyi,Mouse
2162,Hylomyscus stella,Mouse
2163,Hylomyscus thornesmithae,Mouse
2164,Hylomyscus walterverheyeni,Mouse
2165,Hylonycteris underwoodi,Bat
2166,Hylopetes alboniger,Flying Squirrel
2167,Hylopetes lepidus,Flying Squirrel
2168,Hylopetes nigripes,Flying Squirrel
2169,Hylopetes phayrei,Flying Squirrel
2170,Hylopetes spadiceus,Flying Squirrel
2171,Hyomys goliath,Rat
2172,Hyorhinomys stuempkei,Mouse
2173,Hyosciurus heinrichi,Squirrel
2174,Hyosciurus ileile,Squirrel
2175,Hyperacrius fertilis,Mouse
2176,Hyperoodon ampullatus,Whale
2177,Hyperoodon planifrons,Whale
2178,Hypnomys morpheus,Mouse
2179,Hypogeomys antimena,Mouse lemur
2180,Hypsignathus monstrosus,Bat
2181,Hypsiprymnodon moschatus,Musky Rat-Kangaroo
2182,Hypsugo alaschanicus,Bat
2183,Hypsugo arabicus,Bat
2184,Hypsugo ariel,Bat
2185,Hypsugo cadornae,Bat
2186,Hypsugo dolichodon,Bat
2187,Hypsugo macrotis,Bat
2188,Hypsugo petersi,Bat
2189,Hypsugo pulveratus,Bat
2190,Hypsugo savii,Bat
2191,Hypsugo stubbei,Bat
2192,Hystrix africaeaustralis,Porcupine
2193,Hystrix brachyura,Porcupine
2194,Hystrix crassispinis,Porcupine
2195,Hystrix cristata,Porcupine
2196,Hystrix indica,Porcupine
2197,Ia io,Bat
2198,Ichneumia albicauda,White-tailed Mongoose
2199,Ichthyomys hydrobates,Mouse
2200,Ichthyomys orientalis,Mouse
2201,Ichthyomys stolzmanni,Mouse
2202,Ichthyomys tweedii,Mouse
2203,Ictidomys mexicanus,Ground Squirrel
2204,Ictidomys parvidens,Ground Squirrel
2205,Ictidomys tridecemlineatus,Ground Squirrel
2207,Ictonyx striatus,Striped Polecat
2208,Idionycteris phyllotis,Bat
2209,Idiurus macrotis,Flying Squirrel
2210,Indopacetus pacificus,Whale
2211,Indri indri,Indri
2212,Inia araguaiaensis,River Dolphin
2213,Inia boliviensis,River Dolphin
2214,Inia geoffrensis,Amazon River Dolphin
2215,Inia humboldtiana,River Dolphin
2216,Iomys horsfieldi,Flying Squirrel
2217,Irenomys tarsalis,Mouse
2218,Isoodon auratus,Bandicoot
2219,Isoodon fusciventer,Bandicoot
2220,Isoodon macrourus,Bandicoot
2221,Isoodon obesulus,Bandicoot
2222,Isoodon peninsulae,Bandicoot
2225,Isothrix negrensis,Mouse
2226,Isothrix orinoci,Mouse
2229,Isthmomys flavidus,Mouse
2230,Isthmomys pirrensis,Mouse
2231,Jaculus blanfordi,Jerboa
2232,Jaculus deserti,Jerboa
2233,Jaculus jaculus,Jerboa
2234,Jaculus orientalis,Jerboa
2235,Juliomys ossitenuis,Mouse
2236,Juliomys pictipes,Mouse
2237,Juliomys rimofrons,Mouse
2238,Juliomys ximenezi,Mouse
2239,Juscelinomys huanchacae,Mouse
2240,Kadarsanomys sodyi,Mouse
2242,Kerivoula argentata,Bat
2243,Kerivoula cuprosa,Bat
2244,Kerivoula depressa,Bat
2245,Kerivoula dongduongana,Bat
2246,Kerivoula furva,Bat
2247,Kerivoula hardwickii,Bat
2248,Kerivoula intermedia,Bat
2249,Kerivoula kachinensis,Bat
2250,Kerivoula krauensis,Bat
2251,Kerivoula lanosa,Bat
2252,Kerivoula lenis,Bat
2253,Kerivoula minuta,Bat
2254,Kerivoula papillosa,Bat
2255,Kerivoula pellucida,Bat
2256,Kerivoula phalaena,Bat
2257,Kerivoula picta,Bat
2258,Kerivoula smithii,Bat
2259,Kerivoula titania,Bat
2260,Kerivoula whiteheadi,Bat
2262,Kerodon rupestris,Cavy
2263,Kobus ellipsiprymnus,Waterbuck
2264,Kobus kob,Antelope
2265,Kobus leche,Lechwe
2266,Kobus megaceros,Antelope
2267,Kobus vardonii,Puku
2268,Kogia breviceps,Whale
2269,Kogia sima,Whale
2270,Komodomys rintjanus,Mouse
2271,Kunsia tomentosus,Mouse
2272,Laephotis angolensis,Bat
2273,Laephotis capensis,Bat
2274,Laephotis kirinyaga,Bat
2275,Laephotis malagasyensis,Bat
2276,Laephotis matroka,Bat
2277,Laephotis namibensis,Bat
2278,Laephotis robertsi,Bat
2279,Laephotis stanleyi,Bat
2280,Laephotis wintoni,Bat
2281,Lagenodelphis hosei,Dolphin
2282,Lagenorhynchus albirostris,Dolphin
2283,Lagidium peruanum,Chinchilla
2284,Lagidium viscacia,Viscacha
2285,Lagidium wolffsohni,Chinchilla
2286,Lagorchestes conspicillatus,Wallaby
2287,Lagorchestes hirsutus,Hare
2288,Lagostomus maximus,Viscacha
2290,Lagothrix cana,Monkey
2291,Lagothrix flavicauda,Monkey
2292,Lagothrix lagotricha,Monkey
2293,Lagothrix lugens,Monkey
2294,Lagothrix poeppigii,Monkey
2295,Lagothrix tschudii,Monkey
2296,Lagurus lagurus,Mouse
2297,Lama glama,Llama
2298,Lama guanicoe,Guanaco
2299,Lamottemys okuensis,Mouse
2301,Lariscus hosei,Squirrel
2302,Lariscus insignis,Squirrel
2303,Lariscus niobe,Squirrel
2304,Lariscus obscurus,Squirrel
2305,Lasionycteris noctivagans,Bat
2306,Lasiopodomys anglicus,Mouse
2307,Lasiopodomys brandtii,Mouse
2308,Lasiopodomys mandarinus,Mouse
2309,Lasiorhinus krefftii,Wombat
2310,Lasiorhinus latifrons,Wombat
2311,Lasiurus arequipae,Bat
2312,Lasiurus atratus,Bat
2313,Lasiurus blossevillii,Bat
2314,Lasiurus borealis,Bat
2315,Lasiurus cinereus,Bat
2316,Lasiurus ega,Bat
2317,Lasiurus egregius,Bat
2318,Lasiurus frantzii,Bat
2319,Lasiurus insularis,Bat
2320,Lasiurus intermedius,Bat
2321,Lasiurus minor,Bat
2322,Lasiurus pfeifferi,Bat
2323,Lasiurus seminolus,Bat
2324,Lasiurus semotus,Bat
2325,Lasiurus varius,Bat
2326,Lasiurus villosissimus,Bat
2327,Lasiurus xanthinus,Bat
2328,Latidens salimalii,Bat
2329,Lavia frons,Bat
2330,Leggadina forresti,Mouse
2331,Leggadina lakedownensis,Mouse
2332,Leimacomys buettneri,Mouse
2333,Leiuromys occasius,Mouse
2334,Lemmiscus curtatus,Mouse
2335,Lemmus amurensis,Lemming
2336,Lemmus lemmus,Lemming
2337,Lemmus sibiricus,Lemming
2338,Lemmus trimucronatus,Lemming
2339,Lemniscomys barbarus,Mouse
2340,Lemniscomys bellieri,Mouse
2341,Lemniscomys griselda,Mouse
2342,Lemniscomys linulus,Mouse
2343,Lemniscomys macculus,Mouse
2344,Lemniscomys mittendorfi,Mouse
2345,Lemniscomys rosalia,Mouse
2346,Lemniscomys striatus,Mouse
2347,Lemniscomys zebra,Mouse
2348,Lemur catta,Ring-tailed Lemur
2349,Lenomys meyeri,Mouse
2350,Lenothrix cana,Rat
2352,Leontocebus cruzlimai,Monkey
2353,Leontocebus fuscicollis,Monkey
2354,Leontocebus fuscus,Monkey
2355,Leontocebus nigricollis,Monkey
2356,Leontocebus tripartitus,Monkey
2357,Leontopithecus chrysomelas,Golden Lion Tamarin
2358,Leontopithecus chrysopygus,Monkey
2359,Leontopithecus rosalia,Golden Lion Tamarin
2360,Leopardus colocola,Cat
2361,Leopardus geoffroyi,Geoffroy's Cat
2362,Leopardus guigna,Cat
2363,Leopardus guttulus,Ocelot
2364,Leopardus jacobita,Andean Mountain Cat
2365,Leopardus pardalis,Ocelot
2366,Leopardus pardinoides,Leopard
2367,Leopardus tigrinus,Tiger Cat
2368,Leopardus wiedii,Margay
2369,Leopoldamys ciliatus,Rat
2370,Leopoldamys edwardsi,Rat
2371,Leopoldamys herberti,Rat
2372,Leopoldamys milleti,Mouse
2373,Leopoldamys neilli,Rat
2374,Leopoldamys revertens,Rat
2375,Leopoldamys sabanus,Rat
2376,Leopoldamys siporanus,Rat
2377,Leopoldamys vociferans,Rat
2378,Lepilemur aeeclis,Lemur
2379,Lepilemur ahmansoni,Lemur
2380,Lepilemur ankaranensis,Lemur
2381,Lepilemur betsileo,Lemur
2382,Lepilemur dorsalis,Lemur
2383,Lepilemur edwardsi,Lemur
2384,Lepilemur fleuretae,Lemur
2385,Lepilemur grewcocki,Lemur
2386,Lepilemur hollandorum,Lemur
2387,Lepilemur hubbardi,Lemur
2388,Lepilemur jamesi,Lemur
2389,Lepilemur leucopus,Lemur
2390,Lepilemur microdon,Lemur
2391,Lepilemur milanoii,Lemur
2392,Lepilemur mustelinus,Lemur
2393,Lepilemur otto,Lemur
2394,Lepilemur petteri,Lemur
2395,Lepilemur randrianasoloi,Lemur
2396,Lepilemur ruficaudatus,Lemur
2397,Lepilemur sahamalaza,Lemur
2398,Lepilemur scottorum,Lemur
2399,Lepilemur seali,Lemur
2400,Lepilemur septentrionalis,Lemur
2401,Lepilemur tymerlachsoni,Lemur
2402,Lepilemur wrighti,Lemur
2404,Leporillus conditor,Rat
2405,Leptailurus serval,Serval
2406,Leptomys elegans,Mouse
2407,Leptonychotes weddellii,Seal
2408,Leptonycteris curasoae,Bat
2409,Leptonycteris nivalis,Bat
2410,Leptonycteris yerbabuenae,Bat
2411,Leptosciurus mimulus,Squirrel
2412,Leptosciurus otinus,Squirrel
2413,Leptosciurus pucheranii,Squirrel
2414,Leptosciurus similis,Squirrel
2415,Lepus alleni,Hare
2416,Lepus americanus,Hare
2417,Lepus arcticus,Arctic Hare
2418,Lepus brachyurus,Hare
2419,Lepus californicus,Jackrabbit
2420,Lepus callotis,Hare
2421,Lepus capensis,Hare
2422,Lepus castroviejoi,Hare
2423,Lepus comus,Hare
2424,Lepus coreanus,Hare
2425,Lepus corsicanus,Hare
2426,Lepus crawshayi,Hare
2427,Lepus europaeus,Hare
2428,Lepus fagani,Hare
2429,Lepus flavigularis,Hare
2430,Lepus granatensis,Hare
2431,Lepus habessinicus,Hare
2432,Lepus hainanus,Hainan Hare
2433,Lepus insularis,Hare
2434,Lepus mandshuricus,Hare
2435,Lepus nigricollis,Hare
2436,Lepus oiostolus,Hare
2437,Lepus othus,Hare
2438,Lepus peguensis,Hare
2439,Lepus saharae,Hare
2440,Lepus saxatilis,Hare
2441,Lepus schlumbergeri,Hare
2442,Lepus sinensis,Hare
2443,Lepus starcki,Hare
2444,Lepus tibetanus,Hare
2445,Lepus timidus,Hare
2446,Lepus tolai,Hare
2447,Lepus townsendii,Hare
2448,Lepus victoriae,Hare
2449,Lepus yarkandensis,Hare
2453,Leucopleurus acutus,Dolphin
2455,Lichonycteris obscura,Bat
2457,Limnomys bryophilus,Mouse
2458,Limnomys sibuanus,Mouse
2459,Lionycteris spurrelli,Bat
2460,Lipotes vexillifer,Baiji
2461,Lissodelphis borealis,Dolphin
2462,Lissodelphis peronii,Dolphin
2463,Litocranius walleri,Gerenuk
2464,Lobodon carcinophaga,Crabeater Seal
2465,Lonchophylla chocoana,Bat
2466,Lonchophylla concava,Bat
2467,Lonchophylla dekeyseri,Bat
2468,Lonchophylla handleyi,Bat
2469,Lonchophylla hesperia,Bat
2470,Lonchophylla mordax,Bat
2471,Lonchophylla orienticollina,Bat
2472,Lonchophylla robusta,Bat
2473,Lonchorhina aurita,Bat
2474,Lonchorhina inusitata,Bat
2475,Lonchorhina orinocensis,Bat
2477,Lontra canadensis,River Otter
