number,scientific_name,japanese_common_name
2958,Microtus mogollonensis,ネズミ
2959,Microtus montanus,ネズミ
2960,Microtus multiplex,ネズミ
2961,Microtus mustersi,ネズミ
2962,Microtus mystacinus,ネズミ
2963,Microtus oaxacensis,ネズミ
2964,Microtus obscurus,ネズミ
2965,Microtus ochrogaster,ネズミ
2966,Microtus oregoni,ネズミ
2967,Microtus paradoxus,ネズミ
2968,Microtus pennsylvanicus,ネズミ
2969,Microtus pinetorum,ネズミ
2970,Microtus pyrenaicus,ネズミ
2971,Microtus qazvinensis,ネズミ
2972,Microtus quasiater,ネズミ
2973,Microtus richardsoni,ネズミ
2974,Microtus rossiaemeridionalis,ネズミ
2975,Microtus savii,ネズミ
2976,Microtus schelkovnikovi,ネズミ
2977,Microtus schidlovskii,ネズミ
2978,Microtus socialis,ネズミ
2979,Microtus subterraneus,ネズミ
2980,Microtus tatricus,ネズミ
2981,Microtus thomasi,ネズミ
2982,Microtus townsendii,ネズミ
2983,Microtus transcaspicus,ネズミ
2984,Microtus umbrosus,ネズミ
2985,Microtus xanthognathus,ネズミ
2986,Microtus yuldaschi,ネズミ
2987,Mictomicrotus liangshanensis,ネズミ
2988,Millardia kathleenae,ネズミ
2989,Millardia kondana,ネズミ
2990,Millardia meltada,ネズミ
2991,Mimetillus moloneyi,コウモリ
2992,Mimon bennettii,コウモリ
2993,Mimon cozumelae,コウモリ
2994,Mindomys hammondi,ネズミ
2995,Mindomys kutuku,ネズミ
2996,Miniopterus aelleni,コウモリ
2997,Miniopterus africanus,コウモリ
2998,Miniopterus ambohitrensis,コウモリ
2999,Miniopterus australis,コウモリ
3000,Miniopterus brachytragos,コウモリ
3001,Miniopterus egeri,コウモリ
3002,Miniopterus fraterculus,コウモリ
3003,Miniopterus fuliginosus,コウモリ
3004,Miniopterus fuscus,コウモリ
3005,Miniopterus gleni,コウモリ
3006,Miniopterus griffithsi,コウモリ
3007,Miniopterus griveaudi,コウモリ
3008,Miniopterus inflatus,コウモリ
3009,Miniopterus macrocneme,コウモリ
3010,Miniopterus maghrebensis,コウモリ
3011,Miniopterus magnater,コウモリ
3012,Miniopterus mahafaliensis,コウモリ
3013,Miniopterus majori,コウモリ
3014,Miniopterus manavi,コウモリ
3015,Miniopterus medius,コウモリ
3016,Miniopterus minor,コウモリ
3017,Miniopterus mossambicus,コウモリ
3018,Miniopterus natalensis,コウモリ
3019,Miniopterus newtonii,コウモリ
3020,Miniopterus nimbae,コウモリ
3021,Miniopterus orianae,コウモリ
3022,Miniopterus paululus,コウモリ
3023,Miniopterus petersoni,コウモリ
3024,Miniopterus propitristis,コウモリ
3025,Miniopterus pusillus,コウモリ
3026,Miniopterus schreibersii,コウモリ
3027,Miniopterus sororculus,コウモリ
3028,Miniopterus tristis,コウモリ
3029,Miniopterus villiersi,コウモリ
3030,Miopithecus ogouensis,サル
3031,Miopithecus talapoin,サル
3033,Mirimiri acrodonta,コウモリ
3034,Mirostrellus joffrei,コウモリ
3035,Mirounga angustirostris,ゾウアザラシ
3036,Mirounga leonina,ゾウアザラシ
3037,Mirza coquereli,サル
3038,Mirza zaza,サル
3039,Mirzamys louiseae,ネズミ
3040,Mogera etigo,モグラ
3041,Mogera hainana,モグラ
3042,Mogera imaizumii,モグラ
3043,Mogera insularis,モグラ
3044,Mogera kanoana,モグラ
3045,Mogera robusta,モグラ
3046,Mogera tokudae,モグラ
3047,Mogera wogura,モグラ
3048,Molossops griseiventer,コウモリ
3049,Molossops mattogrossensis,コウモリ
3050,Molossops neglectus,コウモリ
3051,Molossops temminckii,コウモリ
3052,Molossus alvarezi,コウモリ
3053,Molossus ater,コウモリ
3054,Molossus aztecus,コウモリ
3055,Molossus barnesi,コウモリ
3056,Molossus coibensis,コウモリ
3057,Molossus currentium,コウモリ
3058,Molossus fentoni,コウモリ
3059,Molossus fluminensis,コウモリ
3060,Molossus melini,コウモリ
3061,Molossus milleri,コウモリ
3062,Molossus molossus,コウモリ
3063,Molossus nigricans,コウモリ
3064,Molossus pretiosus,コウモリ
3065,Molossus rufus,コウモリ
3066,Molossus sinaloae,コウモリ
3067,Molossus verrilli,コウモリ
3068,Monachus monachus,アザラシ
3070,Monodelphis americana,オポッサム
3074,Monodelphis domestica,オポッサム
3094,Monodon monoceros,イッカク
3095,Monophyllus plethodon,コウモリ
3096,Monophyllus redmani,コウモリ
3097,Montemys delectorum,ネズミ
3098,Monticolomys koopmani,ネズミ
3099,Mops ansorgei,コウモリ
3100,Mops atsinanana,コウモリ
3101,Mops bakarii,コウモリ
3102,Mops bivittatus,コウモリ
3103,Mops brachypterus,コウモリ
3104,Mops bregullae,コウモリ
3105,Mops chapini,コウモリ
3106,Mops condylurus,コウモリ
3107,Mops jobensis,コウモリ
3108,Mops jobimena,コウモリ
3109,Mops leucogaster,コウモリ
3110,Mops leucostigma,コウモリ
3111,Mops midas,コウモリ
3112,Mops mops,コウモリ
3113,Mops nigeriae,コウモリ
3114,Mops plicatus,コウモリ
3115,Mops pumilus,コウモリ
3116,Mops pusillus,コウモリ
3117,Mops spurrelli,コウモリ
3118,Mops thersites,コウモリ
3119,Mormoops blainvillei,コウモリ
3120,Mormoops megalophylla,コウモリ
3121,Mormopterus acetabulosus,コウモリ
3122,Mormopterus francoismoutoui,コウモリ
3123,Mormopterus jugularis,コウモリ
3124,Mormopterus kalinowskii,コウモリ
3125,Moschiola indica,シカ
3126,Moschiola kathygre,シカ
3128,Moschus anhuiensis,シカ
3129,Moschus berezovskii,ジャコウジカ
3130,Moschus chrysogaster,ジャコウジカ
3132,Moschus fuscus,ジャコウジカ
3133,Moschus leucogaster,ジャコウジカ
3134,Moschus moschiferus,ジャコウジカ
3135,Mosia nigrescens,コウモリ
3136,Mungos mungo,マングース
3138,Muntiacus atherodes,シカ
3139,Muntiacus crinifrons,シカ
3141,Muntiacus gongshanensis,シカ
3142,Muntiacus muntjak,シカ
3144,Muntiacus reevesi,シカ
3145,Muntiacus rooseveltorum,シカ
3147,Muntiacus vaginalis,シカ
3154,Muriculus imberbis,ネズミ
3155,Murina aenea,コウモリ
3156,Murina bicolor,コウモリ
3157,Murina chrysochaetes,コウモリ
3158,Murina cyclotis,コウモリ
3159,Murina eleryi,コウモリ
3160,Murina fanjingshanensis,コウモリ
3161,Murina feae,コウモリ
3162,Murina florium,コウモリ
3163,Murina gracilis,コウモリ
3164,Murina harpioloides,コウモリ
3165,Murina harrisoni,コウモリ
3166,Murina hilgendorfi,コウモリ
3167,Murina hkakaboraziensis,コウモリ
3168,Murina huttoni,コウモリ
3169,Murina huttonii,コウモリ
3170,Murina jaintiana,コウモリ
3171,Murina jinchui,コウモリ
3172,Murina kontumensis,コウモリ
3173,Murina leucogaster,コウモリ
3174,Murina liboensis,コウモリ
3175,Murina lorelieae,コウモリ
3176,Murina peninsularis,コウモリ
3177,Murina pluvialis,コウモリ
3178,Murina puta,コウモリ
3179,Murina recondita,コウモリ
3180,Murina rongjiangensis,コウモリ
3181,Murina rozendaali,コウモリ
3182,Murina ryukyuana,コウモリ
3183,Murina shuipuensis,コウモリ
3184,Murina suilla,コウモリ
3185,Murina tubinaris,コウモリ
3186,Murina ussuriensis,コウモリ
3187,Murina walstoni,コウモリ
3188,Mus abbotti,ネズミ
3189,Mus baoulei,ネズミ
3190,Mus booduga,ネズミ
3191,Mus bufo,ネズミ
3192,Mus callewaerti,ネズミ
3193,Mus caroli,ネズミ
3194,Mus cervicolor,ネズミ
3195,Mus cookii,ネズミ
3196,Mus crociduroides,ネズミ
3197,Mus cypriacus,ネズミ
3198,Mus emesi,ネズミ
3199,Mus famulus,ネズミ
3200,Mus fernandoni,ネズミ
3201,Mus fragilicauda,ネズミ
3202,Mus gerbillus,ネズミ
3203,Mus gratus,ネズミ
3204,Mus harennensis,ネズミ
3205,Mus haussa,ネズミ
3206,Mus indutus,ネズミ
3207,Mus lepidoides,ネズミ
3208,Mus macedonicus,ネズミ
3209,Mus mahomet,ネズミ
3210,Mus mattheyi,ネズミ
3211,Mus mayori,ネズミ
3212,Mus minutoides,ネズミ
3213,Mus musculoides,ネズミ
3214,Mus musculus,ネズミ
3215,Mus neavei,ネズミ
3216,Mus nitidulus,ネズミ
3217,Mus pahari,ネズミ
3218,Mus platythrix,ネズミ
3219,Mus poschiavinus,ネズミ
3220,Mus saxicola,ネズミ
3221,Mus setulosus,ネズミ
3222,Mus shortridgei,ネズミ
3223,Mus sorella,ネズミ
3224,Mus spicilegus,ネズミ
3225,Mus spretus,ネズミ
3226,Mus tenellus,ネズミ
3227,Mus terricolor,ネズミ
3228,Mus triton,ネズミ
3229,Muscardinus avellanarius,ヤマネ
3230,Musonycteris harrisoni,コウモリ
3231,Musseromys anacuao,ネズミ
3232,Musseromys beneficus,ネズミ
3233,Musseromys gulantang,ネズミ
3234,Musseromys inopinatus,ネズミ
3235,Mustela aistoodonnivalis,イタチ
3236,Mustela altaica,イタチ
3237,Mustela erminea,オコジョ
3238,Mustela eversmannii,イタチ
3239,Mustela haidarum,イタチ
3240,Mustela itatsi,イタチ
3241,Mustela kathiah,イタチ
3242,Mustela lutreola,イタチ
3243,Mustela nigripes,イタチ
3244,Mustela nivalis,イタチ
3245,Mustela nudipes,イタチ
3246,Mustela putorius,イタチ
3247,Mustela richardsonii,イタチ
3248,Mustela sibirica,イタチ
3249,Mustela strigidorsa,イタチ
3250,Mydaus javanensis,スカンク
3251,Mydaus marchei,スカンク
3252,Mylodon darwinii,ナマケモノ
3253,Mylomys dybowskii,ネズミ
3254,Myocastor coypus,ヌートリア
3255,Myodes californicus,ネズミ
3256,Myodes glareolus,ネズミ
3257,Myodes regulus,ネズミ
3258,Myodes rufocanus,ネズミ
3259,Myodes shanseius,ネズミ
3264,Myomimus roachi,ネズミ
3265,Myomyscus verreauxii,ネズミ
3266,Myonycteris angolensis,コウモリ
3267,Myonycteris brachycephala,コウモリ
3268,Myonycteris leptodon,コウモリ
3269,Myonycteris relicta,コウモリ
3270,Myonycteris torquata,コウモリ
3272,Myoprocta pratti,ネズミ
3273,Myopterus daubentonii,コウモリ
3274,Myopus schisticolor,ネズミ
3275,Myosciurus pumilio,リス
3276,Myosorex babaulti,ネズミ
3277,Myosorex blarina,モグラ
3278,Myosorex cafer,モグラ
3279,Myosorex geata,ネズミ
3280,Myosorex jejei,ネズミ
3281,Myosorex kihaulei,ネズミ
3283,Myosorex meesteri,モグラ
3284,Myosorex sclateri,モグラ
3285,Myosorex varius,モグラ
3286,Myosorex zinki,ネズミ
3287,Myospalax aspalax,モグラ
3288,Myospalax myospalax,モグラ
3289,Myospalax psilurus,モグラ
3290,Myotis adversus,コウモリ
3291,Myotis albescens,コウモリ
3292,Myotis alcathoe,コウモリ
3293,Myotis altarium,コウモリ
3294,Myotis ancricola,コウモリ
3295,Myotis anjouanensis,コウモリ
3296,Myotis annamiticus,コウモリ
3297,Myotis annatessae,コウモリ
3298,Myotis annectans,コウモリ
3299,Myotis arescens,コウモリ
3300,Myotis armiensis,コウモリ
3301,Myotis atacamensis,コウモリ
3302,Myotis ater,コウモリ
3303,Myotis attenboroughi,コウモリ
3304,Myotis auriculus,コウモリ
3305,Myotis austroriparius,コウモリ
3306,Myotis badius,コウモリ
3307,Myotis barquezi,コウモリ
3308,Myotis bechsteinii,コウモリ
3309,Myotis blythii,コウモリ
3310,Myotis bocagii,コウモリ
3311,Myotis bombinus,コウモリ
3312,Myotis borneoensis,コウモリ
3313,Myotis brandtii,コウモリ
3314,Myotis bucharensis,コウモリ
3315,Myotis californicus,コウモリ
3316,Myotis capaccinii,コウモリ
3317,Myotis caucensis,コウモリ
3318,Myotis chiloensis,コウモリ
3319,Myotis chinensis,コウモリ
3320,Myotis ciliolabrum,コウモリ
3321,Myotis clydejonesi,コウモリ
3322,Myotis crypticus,コウモリ
3323,Myotis csorbai,コウモリ
3324,Myotis dasycneme,コウモリ
3325,Myotis daubentonii,コウモリ
3326,Myotis davidii,コウモリ
3327,Myotis diminutus,コウモリ
3328,Myotis dinellii,コウモリ
3329,Myotis dominicensis,コウモリ
3330,Myotis elegans,コウモリ
3331,Myotis emarginatus,コウモリ
3332,Myotis escalerai,コウモリ
3333,Myotis evotis,コウモリ
3334,Myotis federatus,コウモリ
3335,Myotis fimbriatus,コウモリ
3336,Myotis findleyi,コウモリ
3337,Myotis flavus,コウモリ
3338,Myotis formosus,コウモリ
3339,Myotis fortidens,コウモリ
3340,Myotis frater,コウモリ
3341,Myotis gomantongensis,コウモリ
3342,Myotis goudotii,コウモリ
3343,Myotis grisescens,コウモリ
3344,Myotis handleyi,コウモリ
3345,Myotis hasseltii,コウモリ
3346,Myotis horsfieldii,コウモリ
3347,Myotis hoveli,コウモリ
3348,Myotis huariorum,コウモリ
3349,Myotis hyrcanicus,コウモリ
3350,Myotis ikonnikovi,コウモリ
3351,Myotis indochinensis,コウモリ
3352,Myotis izecksohni,コウモリ
3353,Myotis keaysi,コウモリ
3354,Myotis keenii,コウモリ
3355,Myotis laniger,コウモリ
3356,Myotis larensis,コウモリ
3357,Myotis lavali,コウモリ
3358,Myotis leibii,コウモリ
3359,Myotis levis,コウモリ
3360,Myotis longicaudatus,コウモリ
3361,Myotis longipes,コウモリ
3362,Myotis lucifugus,コウモリ
3363,Myotis macrodactylus,コウモリ
3364,Myotis macropus,コウモリ
3365,Myotis macrotarsus,コウモリ
3366,Myotis martiniquensis,コウモリ
3367,Myotis melanorhinus,コウモリ
3368,Myotis midastactus,コウモリ
3369,Myotis moluccarum,コウモリ
3370,Myotis montivagus,コウモリ
3371,Myotis moratellii,コウモリ
3372,Myotis muricola,コウモリ
3373,Myotis myotis,コウモリ
3374,Myotis myotis/blythii,コウモリ
3375,Myotis mystacinus,コウモリ
3376,Myotis nattereri,コウモリ
3377,Myotis nesopolus,コウモリ
3378,Myotis nigricans,コウモリ
3379,Myotis nimbaensis,コウモリ
3380,Myotis nipalensis,コウモリ
3381,Myotis nustrale,コウモリ
3382,Myotis occultus,コウモリ
3383,Myotis oxygnathus,コウモリ
3384,Myotis oxyotus,コウモリ
3385,Myotis peninsularis,コウモリ
3386,Myotis pequinius,コウモリ
3387,Myotis petax,コウモリ
3388,Myotis peytoni,コウモリ
3389,Myotis phanluongi,コウモリ
3390,Myotis pilosatibialis,コウモリ
3391,Myotis pilosus,コウモリ
3392,Myotis planiceps,コウモリ
3393,Myotis pruinosus,コウモリ
3394,Myotis punicus,コウモリ
3395,Myotis ridleyi,コウモリ
3396,Myotis riparius,コウモリ
3397,Myotis rosseti,コウモリ
3398,Myotis ruber,コウモリ
3399,Myotis rufoniger,コウモリ
3400,Myotis schaubi,コウモリ
3401,Myotis scotti,コウモリ
3402,Myotis secundus,コウモリ
3403,Myotis septentrionalis,コウモリ
3404,Myotis sibiricus,コウモリ
3405,Myotis sicarius,コウモリ
3406,Myotis siligorensis,コウモリ
3407,Myotis simus,コウモリ
3408,Myotis sodalis,コウモリ
3409,Myotis soror,コウモリ
3410,Myotis thysanodes,コウモリ
3411,Myotis tricolor,コウモリ
3412,Myotis tschuliensis,コウモリ
3413,Myotis velifer,コウモリ
3414,Myotis vivesi,コウモリ
3415,Myotis volans,コウモリ
3416,Myotis watasei,コウモリ
3417,Myotis welwitschii,コウモリ
3418,Myotis yanbarensis,コウモリ
3419,Myotis yumanensis,コウモリ
3420,Myotis zenatius,コウモリ
3423,Myrmecophaga tridactyla,アリクイ
3425,Mystacina tuberculata,コウモリ
3426,Mystromys albicaudatus,ネズミ
3427,Myzopoda aurita,コウモリ
3428,Myzopoda schliemanni,コウモリ
3429,Naemorhedus baileyi,ヤギ
3430,Naemorhedus caudatus,カモシカ
3431,Naemorhedus cranbrooki,カモシカ
3432,Naemorhedus evansi,ヤギ
3433,Naemorhedus goral,ヤギ
3434,Naemorhedus griseus,ヤギ
3436,Nanger dama,ガゼル
3437,Nanger granti,ガゼル
3438,Nanger soemmerringii,ガゼル
3439,Nannosciurus melanotis,リス
3440,Nannospalax bulgaricus,モグラ
3441,Nannospalax ceyhanus,モグラ
3442,Nannospalax cilicicus,モグラ
3443,Nannospalax ehrenbergi,モグラ
3444,Nannospalax galili,モグラ
3445,Nannospalax golani,モグラ
3446,Nannospalax hellenicus,モグラ
3447,Nannospalax hungaricus,モグラ
3448,Nannospalax insularis,モグラ
3449,Nannospalax judaei,モグラ
3450,Nannospalax leucodon,モグラ
3451,Nannospalax montanoserbicus,モグラ
3452,Nannospalax monticola,モグラ
3453,Nannospalax nehringi,モグラ
3454,Nannospalax serbicus,モグラ
3455,Nannospalax tuncelicus,モグラ
3456,Nannospalax turcicus,モグラ
3457,Nanonycteris veldkampii,コウモリ
3458,Napaeozapus insignis,ネズミ
3459,Nasalis larvatus,テングザル
3460,Nasua narica,ハナグマ
3461,Nasua nasua,ハナグマ
3464,Natalus jamaicensis,コウモリ
3465,Natalus macrourus,コウモリ
3466,Natalus major,コウモリ
3467,Natalus mexicanus,コウモリ
3468,Natalus saturatus,コウモリ
3469,Natalus stramineus,コウモリ
3470,Natalus tumidirostris,コウモリ
3471,Neacomys amoenus,ネズミ
3472,Neacomys auriventer,ネズミ
3473,Neacomys dubosti,ネズミ
3474,Neacomys elieceri,ネズミ
3475,Neacomys guianae,ネズミ
3476,Neacomys marajoara,ネズミ
3477,Neacomys minutus,ネズミ
3478,Neacomys paracou,ネズミ
3479,Neacomys rosalindae,ネズミ
3480,Neacomys spinosus,ネズミ
3481,Neacomys tenuipes,ネズミ
3482,Neacomys vargasllosai,ネズミ
3483,Neacomys vossi,ネズミ
3484,Neacomys xingu,ネズミ
3485,Neamblysomus gunningi,モグラ
3486,Neamblysomus julianae,モグラ
3487,Necromys amoenus,ネズミ
3488,Necromys benefactus,ネズミ
3489,Necromys lactens,ネズミ
3490,Necromys lasiurus,ネズミ
3491,Necromys lenguarum,ネズミ
3492,Necromys lilloi,ネズミ
3493,Necromys obscurus,ネズミ
3494,Necromys temchuki,ネズミ
3495,Necromys urichi,ネズミ
3498,Nectomys apicalis,ネズミ
3499,Nectomys rattus,ネズミ
3500,Nectomys squamipes,ネズミ
3501,Nelsonia goldmani,ネズミ
3502,Nelsonia neotomodon,ネズミ
3503,Neocnus comes,ナマケモノ
3505,Neodon bershulaensis,ネズミ
3506,Neodon chayuensis,ネズミ
3507,Neodon clarkei,ネズミ
3508,Neodon forresti,ネズミ
3509,Neodon fuscus,ネズミ
3510,Neodon irene,ネズミ
3511,Neodon leucurus,ネズミ
3512,Neodon liaoruii,ネズミ
3513,Neodon linzhiensis,ネズミ
3514,Neodon medogensis,ネズミ
3515,Neodon namchabarwaensis,ネズミ
3516,Neodon nyalamensis,ネズミ
3517,Neodon shergylaensis,ネズミ
3518,Neodon sikimensis,ネズミ
3519,Neoeptesicus andinus,コウモリ
3520,Neoeptesicus brasiliensis,コウモリ
3521,Neoeptesicus chiriquinus,コウモリ
3522,Neoeptesicus diminutus,コウモリ
3523,Neoeptesicus furinalis,コウモリ
3524,Neoeptesicus innoxius,コウモリ
3525,Neoeptesicus orinocensis,コウモリ
3526,Neoeptesicus ulapesensis,コウモリ
3527,Neofelis diardi,ヒョウ
3528,Neofelis nebulosa,ヒョウ
3529,Neofiber alleni,ネズミ
3530,Neogale africana,イタチ
3531,Neogale felipei,イタチ
3532,Neogale frenata,イタチ
3533,Neogale vison,ミンク
3536,Neomicroxus bogotensis,ネズミ
3537,Neomonachus schauinslandi,アザラシ
3538,Neomonachus tropicalis,アザラシ
3539,Neomys anomalus,モグラ
3540,Neomys fodiens,モグラ
3541,Neomys teres,モグラ
3543,Neophoca cinerea,アシカ
3544,Neophocaena asiaeorientalis,スナメリ
3545,Neophocaena phocaenoides,スナメリ
3546,Neophocaena sunameri,スナメリ
3548,Neoromicia anchietae,コウモリ
3549,Neoromicia bemainty,コウモリ
3550,Neoromicia guineensis,コウモリ
3551,Neoromicia helios,コウモリ
3552,Neoromicia hlandzeni,コウモリ
3553,Neoromicia somalicus,コウモリ
3554,Neoromicia zuluensis,コウモリ
3555,Neotamias alpinus,リス
3556,Neotamias bulleri,リス
3557,Neotamias cinereicollis,リス
3558,Neotamias cratericus,リス
3559,Neotamias durangae,リス
3560,Neotamias grisescens,リス
3561,Neotamias ochrogenys,リス
3562,Neotamias panamintinus,リス
3563,Neotamias ruficaudus,リス
3564,Neotamias siskiyou,リス
3565,Neotetracus sinensis,ハリネズミ
3566,Neotoma albigula,ネズミ
3567,Neotoma angustapalata,ネズミ
3568,Neotoma bryanti,ネズミ
3569,Neotoma cinerea,ネズミ
3570,Neotoma devia,ネズミ
3571,Neotoma ferruginea,ネズミ
3572,Neotoma floridana,ネズミ
3573,Neotoma fuscipes,ネズミ
3574,Neotoma goldmani,ネズミ
3575,Neotoma isthmica,ネズミ
3576,Neotoma lepida,ネズミ
3577,Neotoma leucodon,ネズミ
3578,Neotoma macrotis,ネズミ
3579,Neotoma magister,ネズミ
3580,Neotoma melanura,ネズミ
3581,Neotoma mexicana,ネズミ
3582,Neotoma micropus,ネズミ
3583,Neotoma nelsoni,ネズミ
3584,Neotoma phenax,ネズミ
3585,Neotoma picta,ネズミ
3586,Neotoma stephensi,ネズミ
3587,Neotomodon alstoni,ネズミ
3588,Neotomys ebriosus,ネズミ
3592,Nephelomys albigularis,ネズミ
3593,Nephelomys childi,ネズミ
3594,Nephelomys devius,ネズミ
3595,Nephelomys keaysi,ネズミ
3596,Nephelomys levipes,ネズミ
3597,Nephelomys meridensis,ネズミ
3598,Nephelomys moerex,ネズミ
3599,Nephelomys pectoralis,ネズミ
3600,Nephelomys ricardopalmai,ネズミ
3601,Nesiotites hidalgo,ネズミ
3604,Nesokia indica,ネズミ
3605,Nesolagus netscheri,ウサギ
3606,Nesolagus timminsi,ウサギ
3607,Nesomys audeberti,ネズミ
3608,Nesomys rufus,ネズミ
3609,Nesonycteris ardoulisi,コウモリ
3610,Nesonycteris fardoulisi,コウモリ
3611,Nesonycteris maccoyi,コウモリ
3612,Nesonycteris mengermani,コウモリ
3613,Nesoryzomys fernandinae,ネズミ
3614,Nesoryzomys indefessus,ネズミ
3615,Nesoryzomys narboroughi,ネズミ
3616,Nesoryzomys swarthi,ネズミ
3617,Neurotrichus gibbsii,モグラ
3619,Neusticomys monticolus,ネズミ
3620,Neusticomys oyapocki,ネズミ
3621,Neusticomys peruviensis,ネズミ
3622,Neusticomys vossi,ネズミ
3624,Nilopegamys plumbeus,ネズミ
3628,Niviventer andersoni,ネズミ
3629,Niviventer brahma,ネズミ
3630,Niviventer bukit,ネズミ
3631,Niviventer confucianus,ネズミ
3632,Niviventer coninga,ネズミ
3633,Niviventer cremoriventer,ネズミ
3634,Niviventer culturatus,ネズミ
3635,Niviventer eha,ネズミ
3636,Niviventer excelsior,ネズミ
3637,Niviventer fengi,ネズミ
3638,Niviventer fulvescens,ネズミ
3639,Niviventer gladiusmaculus,ネズミ
3640,Niviventer hinpoon,ネズミ
3641,Niviventer huang,ネズミ
3642,Niviventer lepturus,ネズミ
3643,Niviventer lotipes,ネズミ
3644,Niviventer mekongis,ネズミ
3645,Niviventer niviventer,ネズミ
3646,Niviventer rapit,ネズミ
3647,Niviventer sacer,ネズミ
3648,Niviventer tenaster,ネズミ
3649,Noctilio albiventris,コウモリ
3650,Noctilio leporinus,コウモリ
3651,Nomascus annamensis,テナガザル
3652,Nomascus concolor,テナガザル
3653,Nomascus gabriellae,テナガザル
3654,Nomascus hainanus,テナガザル
3655,Nomascus leucogenys,テナガザル
3656,Nomascus nasutus,サル
3657,Nomascus siki,テナガザル
3658,Notamacropus agilis,カンガルー
3659,Notamacropus dorsalis,カンガルー
3660,Notamacropus eugenii,ワラビー
3661,Notamacropus greyi,カンガルー
3662,Notamacropus irma,カンガルー
3663,Notamacropus parma,カンガルー
3664,Notamacropus parryi,カンガルー
3665,Notamacropus rufogriseus,カンガルー
3666,Nothocricetulus migratorius,ハムスター
3669,Notiomys edwardsii,ネズミ
3670,Notiosorex cockrumi,モグラ
3671,Notiosorex crawfordi,モグラ
3672,Notiosorex evotis,モグラ
3673,Notocitellus adocetus,リス
3674,Notocitellus annulatus,リス
3675,Notomys alexis,ネズミ
3676,Notomys amplus,ネズミ
3677,Notomys aquilo,ネズミ
3678,Notomys cervinus,ネズミ
3679,Notomys fuscus,ネズミ
3680,Notomys longicaudatus,ネズミ
3681,Notomys macrotis,ネズミ
3682,Notomys mitchellii,ネズミ
3683,Notopteris macdonaldii,コウモリ
3684,Notoryctes caurinus,モグラ
3686,Nyctalus aviator,コウモリ
3687,Nyctalus azoreum,コウモリ
3688,Nyctalus lasiopterus,コウモリ
3689,Nyctalus leisleri,コウモリ
3690,Nyctalus noctula,コウモリ
3691,Nyctalus plancyi,コウモリ
3692,Nyctereutes procyonoides,タヌキ
3693,Nyctereutes viverrinus,タヌキ
3694,Nycteris arge,コウモリ
3695,Nycteris grandis,コウモリ
3696,Nycteris hispida,コウモリ
3697,Nycteris javanica,コウモリ
3698,Nycteris macrotis,コウモリ
3699,Nycteris madagascariensis,コウモリ
3700,Nycteris major,コウモリ
3701,Nycteris thebaica,コウモリ
3702,Nycteris tragata,コウモリ
3703,Nycticebus bengalensis,スローロリス
3704,Nycticebus borneanus,スローロリス
3705,Nycticebus coucang,スローロリス
3706,Nycticebus hilleri,スローロリス
3707,Nycticebus javanicus,スローロリス
3708,Nycticebus kayan,スローロリス
3709,Nycticebus menagensis,スローロリス
3710,Nycticeinops bellieri,コウモリ
3711,Nycticeinops crassulus,コウモリ
3712,Nycticeinops eisentrauti,コウモリ
3713,Nycticeinops grandidieri,コウモリ
3714,Nycticeinops happoldorum,コウモリ
3715,Nycticeinops macrocephalus,コウモリ
3716,Nycticeinops schlieffeni,コウモリ
3717,Nycticeius humeralis,コウモリ
3718,Nyctiellus lepidus,コウモリ
3719,Nyctimene aello,コウモリ
3720,Nyctimene albiventer,コウモリ
3721,Nyctimene cephalotes,コウモリ
3722,Nyctimene certans,コウモリ
3723,Nyctimene major,コウモリ
3724,Nyctimene rabori,コウモリ
3725,Nyctimene robinsoni,コウモリ
3726,Nyctimene vizcaccia,コウモリ
3727,Nyctinomops aurispinosus,コウモリ
3728,Nyctinomops femorosaccus,コウモリ
3729,Nyctinomops laticaudatus,コウモリ
3730,Nyctinomops macrotis,コウモリ
3731,Nyctomys sumichrasti,ネズミ
3732,Nyctophilus arnhemensis,コウモリ
3733,Nyctophilus bifax,コウモリ
3734,Nyctophilus corbeni,コウモリ
3735,Nyctophilus daedalus,コウモリ
3736,Nyctophilus geoffroyi,コウモリ
3737,Nyctophilus gouldi,コウモリ
3738,Nyctophilus holtorum,コウモリ
3739,Nyctophilus microdon,コウモリ
3740,Nyctophilus microtis,コウモリ
3741,Ochotona alpina,ナキウサギ
3742,Ochotona annectens,ウサギ
3745,Ochotona cansus,ナキウサギ
3746,Ochotona collaris,ナキウサギ
3747,Ochotona coreana,ナキウサギ
3748,Ochotona curzoniae,ナキウサギ
3749,Ochotona dauurica,ナキウサギ
3750,Ochotona erythrotis,ウサギ
3751,Ochotona forresti,ウサギ
3753,Ochotona gloveri,ウサギ
3754,Ochotona himalayana,ナキウサギ
3755,Ochotona hoffmanni,ウサギ
3756,Ochotona huangensis,ウサギ
3758,Ochotona hyperborea,ナキウサギ
3761,Ochotona ladacensis,ウサギ
3762,Ochotona macrotis,ナキウサギ
3763,Ochotona mantchurica,ナキウサギ
3765,Ochotona nigritia,ウサギ
3766,Ochotona nubrica,ウサギ
3767,Ochotona pallasi,ナキウサギ
3768,Ochotona princeps,ナキウサギ
3769,Ochotona pusilla,ナキウサギ
3770,Ochotona roylei,ウサギ
3771,Ochotona rufescens,ナキウサギ
3772,Ochotona rutila,ナキウサギ
3774,Ochotona syrinx,ナキウサギ
3775,Ochotona thibetana,ナキウサギ
