number,scientific_name,english_common_name,japanese_common_name
2838,Mico rondoni,Monkey,サル
2839,Mico saterei,Monkey,サル
2840,Mico schneideri,Monkey,サル
2841,Microakodontomys transitorius,Mouse,ネズミ
2842,Microcavia australis,Cavy,モルモット
2843,Microcavia jayat,Cavy,モルモット
2844,Microcavia maenas,Cavy,モルモット
2845,Microcavia niata,Cavy,モルモット
2846,Microcavia shiptoni,Cavy,モルモット
2847,Microcebus arnholdi,Mouse Lemur,サル
2848,Microcebus berthae,Mouse Lemur,サル
2849,Microcebus bongolavensis,Mouse Lemur,サル
2850,Microcebus boraha,Mouse Lemur,サル
2851,Microcebus danfossi,Mouse Lemur,サル
2852,Microcebus ganzhorni,Mouse Lemur,なし
2853,Microcebus gerpi,Mouse Lemur,サル
2854,Microcebus griseorufus,Mouse Lemur,サル
2855,Microcebus jollyae,Mouse Lemur,サル
2856,Microcebus lehilahytsara,Mouse Lemur,サル
2857,Microcebus lokobensis,Mouse Lemur,サル
2858,Microcebus macarthurii,Mouse Lemur,なし
2859,Microcebus mamiratra,Mouse Lemur,サル
2860,Microcebus manitatra,Mouse Lemur,サル
2861,Microcebus margotmarshae,Mouse Lemur,サル
2862,Microcebus marohita,Mouse Lemur,サル
2863,Microcebus murinus,Mouse Lemur,ネズミ
2864,Microcebus myoxinus,Mouse Lemur,サル
2865,Microcebus ravelobensis,Mouse Lemur,サル
2866,Microcebus rufus,Mouse Lemur,サル
2867,Microcebus sambiranensis,Mouse Lemur,サル
2868,Microcebus simmonsi,Mouse Lemur,サル
2869,Microcebus tanosi,Mouse Lemur,なし
2870,Microcebus tavaratra,Mouse Lemur,ネズミ
2871,Microdipodops megacephalus,Kangaroo Rat,ネズミ
2872,Microdipodops pallidus,Mouse,ネズミ
2873,Microgale brevicaudata,Shrew,なし
2874,Microgale cowani,None,なし
2875,Microgale drouhardi,None,なし
2876,Microgale dryas,None,なし
2877,Microgale fotsifotsy,None,なし
2878,Microgale gracilis,Shrew,なし
2879,Microgale grandidieri,None,なし
2880,Microgale gymnorhyncha,None,なし
2881,Microgale jenkinsae,None,なし
2882,Microgale jobihely,None,なし
2883,Microgale longicaudata,Shrew,なし
2884,Microgale majori,None,なし
2885,Microgale monticola,None,なし
2886,Microgale nasoloi,None,なし
2887,Microgale parvula,None,なし
2888,Microgale principula,Shrew,なし
2889,Microgale prolixacaudata,None,なし
2890,Microgale pusilla,Shrew,なし
2891,Microgale soricoides,Shrew,なし
2892,Microgale taiva,None,なし
2893,Microgale thomasi,None,なし
2894,Microhydromys richardsoni,Mouse,ネズミ
2895,Micromys erythrotis,Mouse,ネズミ
2896,Micromys minutus,Mouse,ネズミ
2897,Micromys pygmaeus,Mouse,ネズミ
2898,Micronomus norfolkensis,Bat,コウモリ
2899,Micronycteris brachyotis,Bat,コウモリ
2900,Micronycteris brosseti,Bat,コウモリ
2901,Micronycteris buriri,Bat,コウモリ
2902,Micronycteris giovanniae,Bat,コウモリ
2903,Micronycteris hirsuta,Bat,コウモリ
2904,Micronycteris homezi,Bat,コウモリ
2905,Micronycteris matses,Bat,コウモリ
2906,Micronycteris megalotis,Bat,コウモリ
2907,Micronycteris microtis,Bat,コウモリ
2908,Micronycteris minuta,Bat,コウモリ
2909,Micronycteris nicefori,Bat,コウモリ
2910,Micronycteris sanborni,Bat,コウモリ
2911,Micronycteris schmidtorum,Bat,コウモリ
2912,Micronycteris simmonsae,Bat,コウモリ
2913,Micronycteris tresamici,Bat,コウモリ
2914,Micronycteris yatesi,Bat,コウモリ
2915,Microperoryctes aplini,None,なし
2916,Microperoryctes longicauda,Bandicoot,なし
2917,Microperoryctes murina,Mouse,なし
2918,Microperoryctes ornatus,Bandicoot,なし
2919,Microperoryctes papuensis,None,なし
2920,Micropotamogale lamottei,None,なし
2921,Micropotamogale ruwenzorii,None,なし
2922,Microryzomys altissimus,Mouse,ネズミ
2923,Microryzomys minutus,Mouse,ネズミ
2924,Microsciurus alfari,Squirrel,リス
2925,Microsciurus flaviventer,Squirrel,リス
2926,Microsciurus sabanillae,Squirrel,リス
2927,Microtus abbreviatus,Vole,ネズミ
2928,Microtus afghanus,Mouse,ネズミ
2929,Microtus agrestis,Vole,ネズミ
2930,Microtus anatolicus,Mouse,ネズミ
2931,Microtus arvalis,Vole,ネズミ
2932,Microtus bavaricus,Mouse,ネズミ
2933,Microtus brachycercus,Mouse,ネズミ
2934,Microtus breweri,Mouse,ネズミ
2935,Microtus cabrerae,Mouse,ネズミ
2936,Microtus californicus,Mouse,ネズミ
2937,Microtus canicaudus,Mouse,ネズミ
2938,Microtus chrotorrhinus,Mouse,ネズミ
2939,Microtus daghestanicus,Mouse,ネズミ
2940,Microtus dogramacii,Mouse,ネズミ
2941,Microtus drummondii,Mouse,ネズミ
2942,Microtus duodecimcostatus,Mouse,ネズミ
2943,Microtus felteni,Mouse,ネズミ
2944,Microtus guatemalensis,Mouse,ネズミ
2945,Microtus guentheri,Mouse,ネズミ
2946,Microtus hartingi,Mouse,ネズミ
2947,Microtus ilaeus,Mouse,ネズミ
2948,Microtus irani,Mouse,ネズミ
2949,Microtus kermanensis,Mouse,ネズミ
2950,Microtus lavernedii,Mouse,ネズミ
2951,Microtus levis,Vole,ネズミ
2952,Microtus liechtensteini,Mouse,ネズミ
2953,Microtus longicaudus,Mouse,ネズミ
2954,Microtus lusitanicus,Mouse,ネズミ
2955,Microtus majori,Mouse,ネズミ
2956,Microtus mexicanus,Mouse,ネズミ
2957,Microtus miurus,Mouse,ネズミ
2958,Microtus mogollonensis,Mouse,ネズミ
2959,Microtus montanus,Mouse,ネズミ
2960,Microtus multiplex,Mouse,ネズミ
2961,Microtus mustersi,Mouse,ネズミ
2962,Microtus mystacinus,Mouse,ネズミ
2963,Microtus oaxacensis,Mouse,ネズミ
2964,Microtus obscurus,Vole,ネズミ
2965,Microtus ochrogaster,Vole,ネズミ
2966,Microtus oregoni,Mouse,ネズミ
2967,Microtus paradoxus,Mouse,ネズミ
2968,Microtus pennsylvanicus,Vole,ネズミ
2969,Microtus pinetorum,Vole,ネズミ
2970,Microtus pyrenaicus,Mouse,ネズミ
2971,Microtus qazvinensis,Mouse,ネズミ
2972,Microtus quasiater,Mouse,ネズミ
2973,Microtus richardsoni,Vole,ネズミ
2974,Microtus rossiaemeridionalis,Mouse,ネズミ
2975,Microtus savii,Mouse,ネズミ
2976,Microtus schelkovnikovi,Mouse,ネズミ
2977,Microtus schidlovskii,Mouse,ネズミ
2978,Microtus socialis,Mouse,ネズミ
2979,Microtus subterraneus,Mouse,ネズミ
2980,Microtus tatricus,Mouse,ネズミ
2981,Microtus thomasi,Mouse,ネズミ
2982,Microtus townsendii,Mouse,ネズミ
2983,Microtus transcaspicus,Mouse,ネズミ
2984,Microtus umbrosus,Mouse,ネズミ
2985,Microtus xanthognathus,Mouse,ネズミ
2986,Microtus yuldaschi,Mouse,ネズミ
2987,Mictomicrotus liangshanensis,None,ネズミ
2988,Millardia kathleenae,Mouse,ネズミ
2989,Millardia kondana,Mouse,ネズミ
2990,Millardia meltada,Mouse,ネズミ
2991,Mimetillus moloneyi,Bat,コウモリ
2992,Mimon bennettii,Bat,コウモリ
2993,Mimon cozumelae,Bat,コウモリ
2994,Mindomys hammondi,Mouse,ネズミ
2995,Mindomys kutuku,Mouse,ネズミ
2996,Miniopterus aelleni,Bat,コウモリ
2997,Miniopterus africanus,Bat,コウモリ
2998,Miniopterus ambohitrensis,Bat,コウモリ
2999,Miniopterus australis,Bat,コウモリ
3000,Miniopterus brachytragos,Bat,コウモリ
3001,Miniopterus egeri,Bat,コウモリ
3002,Miniopterus fraterculus,Bat,コウモリ
3003,Miniopterus fuliginosus,Bat,コウモリ
3004,Miniopterus fuscus,Bat,コウモリ
3005,Miniopterus gleni,Bat,コウモリ
3006,Miniopterus griffithsi,Bat,コウモリ
3007,Miniopterus griveaudi,Bat,コウモリ
3008,Miniopterus inflatus,Bat,コウモリ
3009,Miniopterus macrocneme,Bat,コウモリ
3010,Miniopterus maghrebensis,Bat,コウモリ
3011,Miniopterus magnater,Bat,コウモリ
3012,Miniopterus mahafaliensis,Bat,コウモリ
3013,Miniopterus majori,Bat,コウモリ
3014,Miniopterus manavi,Bat,コウモリ
3015,Miniopterus medius,Bat,コウモリ
3016,Miniopterus minor,Bat,コウモリ
3017,Miniopterus mossambicus,Bat,コウモリ
3018,Miniopterus natalensis,Bat,コウモリ
3019,Miniopterus newtonii,Bat,コウモリ
3020,Miniopterus nimbae,Bat,コウモリ
3021,Miniopterus orianae,Bat,コウモリ
3022,Miniopterus paululus,Bat,コウモリ
3023,Miniopterus petersoni,Bat,コウモリ
3024,Miniopterus propitristis,Bat,コウモリ
3025,Miniopterus pusillus,Bat,コウモリ
3026,Miniopterus schreibersii,Bat,コウモリ
3027,Miniopterus sororculus,Bat,コウモリ
3028,Miniopterus tristis,Bat,コウモリ
3029,Miniopterus villiersi,Bat,コウモリ
3030,Miopithecus ogouensis,Monkey,サル
3031,Miopithecus talapoin,Monkey,サル
3032,Miracinonyx trumani,Cheetah,なし
3033,Mirimiri acrodonta,Bat,コウモリ
3034,Mirostrellus joffrei,Bat,コウモリ
3035,Mirounga angustirostris,Elephant Seal,ゾウアザラシ
3036,Mirounga leonina,Elephant Seal,ゾウアザラシ
3037,Mirza coquereli,Mouse Lemur,サル
3038,Mirza zaza,Lemur,サル
3039,Mirzamys louiseae,None,ネズミ
3040,Mogera etigo,Mole,モグラ
3041,Mogera hainana,Mole,モグラ
3042,Mogera imaizumii,Mole,モグラ
3043,Mogera insularis,Mole,モグラ
3044,Mogera kanoana,Mole,モグラ
3045,Mogera robusta,Mole,モグラ
3046,Mogera tokudae,Mole,モグラ
3047,Mogera wogura,Mole,モグラ
3048,Molossops griseiventer,Bat,コウモリ
3049,Molossops mattogrossensis,Bat,コウモリ
3050,Molossops neglectus,Bat,コウモリ
3051,Molossops temminckii,Bat,コウモリ
3052,Molossus alvarezi,Bat,コウモリ
3053,Molossus ater,Bat,コウモリ
3054,Molossus aztecus,Bat,コウモリ
3055,Molossus barnesi,Bat,コウモリ
3056,Molossus coibensis,Bat,コウモリ
3057,Molossus currentium,Bat,コウモリ
3058,Molossus fentoni,Bat,コウモリ
3059,Molossus fluminensis,Bat,コウモリ
3060,Molossus melini,Bat,コウモリ
3061,Molossus milleri,Bat,コウモリ
3062,Molossus molossus,Bat,コウモリ
3063,Molossus nigricans,Bat,コウモリ
3064,Molossus pretiosus,Bat,コウモリ
3065,Molossus rufus,Bat,コウモリ
3066,Molossus sinaloae,Bat,コウモリ
3067,Molossus verrilli,Bat,コウモリ
3068,Monachus monachus,Mediterranean Monk Seal,アザラシ
3069,Monodelphis adusta,Opossum,なし
3070,Monodelphis americana,Opossum,オポッサム
3071,Monodelphis arlindoi,None,なし
3072,Monodelphis brevicaudata,Opossum,なし
3073,Monodelphis dimidiata,Opossum,なし
3074,Monodelphis domestica,Opossum,オポッサム
3075,Monodelphis emiliae,Opossum,なし
3076,Monodelphis gardneri,Opossum,なし
3077,Monodelphis glirina,Mouse Opossum,なし
3078,Monodelphis handleyi,None,なし
3079,Monodelphis iheringi,Opossum,なし
3080,Monodelphis kunsi,Mouse Opossum,なし
3081,Monodelphis osgoodi,Opossum,なし
3082,Monodelphis palliolata,Opossum,なし
3083,Monodelphis peruviana,Opossum,なし
3084,Monodelphis pinocchio,Mouse Opossum,なし
3085,Monodelphis reigi,Opossum,なし
3086,Monodelphis ronaldi,None,なし
3087,Monodelphis sanctaerosae,Mouse Opossum,なし
3088,Monodelphis scalops,Opossum,なし
3089,Monodelphis sorex,Mouse Opossum,なし
3090,Monodelphis theresa,Opossum,なし
3091,Monodelphis touan,Opossum,なし
3092,Monodelphis umbristriata,None,なし
3093,Monodelphis unistriata,None,なし
3094,Monodon monoceros,Narwhal,イッカク
3095,Monophyllus plethodon,Bat,コウモリ
3096,Monophyllus redmani,Bat,コウモリ
3097,Montemys delectorum,Mouse,ネズミ
3098,Monticolomys koopmani,Mouse,ネズミ
3099,Mops ansorgei,Bat,コウモリ
3100,Mops atsinanana,Bat,コウモリ
3101,Mops bakarii,Bat,コウモリ
3102,Mops bivittatus,Bat,コウモリ
3103,Mops brachypterus,Bat,コウモリ
3104,Mops bregullae,Bat,コウモリ
3105,Mops chapini,Bat,コウモリ
3106,Mops condylurus,Bat,コウモリ
3107,Mops jobensis,Bat,コウモリ
3108,Mops jobimena,Bat,コウモリ
3109,Mops leucogaster,Bat,コウモリ
3110,Mops leucostigma,Bat,コウモリ
3111,Mops midas,Bat,コウモリ
3112,Mops mops,Bat,コウモリ
3113,Mops nigeriae,Bat,コウモリ
3114,Mops plicatus,Bat,コウモリ
3115,Mops pumilus,Bat,コウモリ
3116,Mops pusillus,Bat,コウモリ
3117,Mops spurrelli,Bat,コウモリ
3118,Mops thersites,Bat,コウモリ
3119,Mormoops blainvillei,Bat,コウモリ
3120,Mormoops megalophylla,Bat,コウモリ
3121,Mormopterus acetabulosus,Bat,コウモリ
3122,Mormopterus francoismoutoui,Bat,コウモリ
3123,Mormopterus jugularis,Bat,コウモリ
3124,Mormopterus kalinowskii,Bat,コウモリ
3125,Moschiola indica,Mouse Deer,シカ
3126,Moschiola kathygre,Mouse Deer,シカ
3127,Moschiola meminna,Mouse Deer,なし
3128,Moschus anhuiensis,Musk Deer,シカ
3129,Moschus berezovskii,Musk Deer,ジャコウジカ
3130,Moschus chrysogaster,Musk Deer,ジャコウジカ
3131,Moschus cupreus,Musk Deer,なし
3132,Moschus fuscus,Musk Deer,ジャコウジカ
3133,Moschus leucogaster,Musk Deer,ジャコウジカ
3134,Moschus moschiferus,Musk Deer,ジャコウジカ
3135,Mosia nigrescens,Bat,コウモリ
3136,Mungos mungo,Mongoose,マングース
3137,Mungotictis decemlineata,Mongoose,なし
3138,Muntiacus atherodes,Deer,シカ
3139,Muntiacus crinifrons,Deer,シカ
3140,Muntiacus feae,Deer,なし
3141,Muntiacus gongshanensis,Deer,シカ
3142,Muntiacus muntjak,Muntjac,シカ
3143,Muntiacus putaoensis,Deer,なし
3144,Muntiacus reevesi,Muntjac,シカ
3145,Muntiacus rooseveltorum,Deer,シカ
3146,Muntiacus truongsonensis,Deer,なし
3147,Muntiacus vaginalis,Barking Deer,シカ
3148,Muntiacus vuquangensis,Deer,なし
3149,Murexia habbema,None,なし
3150,Murexia longicaudata,None,なし
3151,Murexia melanurus,None,なし
3152,Murexia naso,None,なし
3153,Murexia rothschildi,None,なし
3154,Muriculus imberbis,Mouse,ネズミ
3155,Murina aenea,Bat,コウモリ
3156,Murina bicolor,Bat,コウモリ
3157,Murina chrysochaetes,Bat,コウモリ
3158,Murina cyclotis,Bat,コウモリ
3159,Murina eleryi,Bat,コウモリ
3160,Murina fanjingshanensis,Bat,コウモリ
3161,Murina feae,Bat,コウモリ
3162,Murina florium,Bat,コウモリ
3163,Murina gracilis,Bat,コウモリ
3164,Murina harpioloides,Bat,コウモリ
3165,Murina harrisoni,Bat,コウモリ
3166,Murina hilgendorfi,Bat,コウモリ
3167,Murina hkakaboraziensis,Bat,コウモリ
3168,Murina huttoni,Bat,コウモリ
3169,Murina huttonii,Bat,コウモリ
3170,Murina jaintiana,Bat,コウモリ
3171,Murina jinchui,Bat,コウモリ
3172,Murina kontumensis,Bat,コウモリ
3173,Murina leucogaster,Bat,コウモリ
3174,Murina liboensis,Bat,コウモリ
3175,Murina lorelieae,Bat,コウモリ
3176,Murina peninsularis,Bat,コウモリ
3177,Murina pluvialis,Bat,コウモリ
3178,Murina puta,Bat,コウモリ
3179,Murina recondita,Bat,コウモリ
3180,Murina rongjiangensis,Bat,コウモリ
3181,Murina rozendaali,Bat,コウモリ
3182,Murina ryukyuana,Bat,コウモリ
3183,Murina shuipuensis,Bat,コウモリ
3184,Murina suilla,Bat,コウモリ
3185,Murina tubinaris,Bat,コウモリ
3186,Murina ussuriensis,Bat,コウモリ
3187,Murina walstoni,Bat,コウモリ
3188,Mus abbotti,Mouse,ネズミ
3189,Mus baoulei,Mouse,ネズミ
3190,Mus booduga,Mouse,ネズミ
3191,Mus bufo,Mouse,ネズミ
3192,Mus callewaerti,Mouse,ネズミ
3193,Mus caroli,Mouse,ネズミ
3194,Mus cervicolor,Mouse,ネズミ
3195,Mus cookii,Mouse,ネズミ
3196,Mus crociduroides,Mouse,ネズミ
3197,Mus cypriacus,Mouse,ネズミ
3198,Mus emesi,Mouse,ネズミ
3199,Mus famulus,Mouse,ネズミ
3200,Mus fernandoni,Mouse,ネズミ
3201,Mus fragilicauda,Mouse,ネズミ
3202,Mus gerbillus,Mouse,ネズミ
3203,Mus gratus,Mouse,ネズミ
3204,Mus harennensis,Mouse,ネズミ
3205,Mus haussa,Mouse,ネズミ
3206,Mus indutus,Mouse,ネズミ
3207,Mus lepidoides,Mouse,ネズミ
3208,Mus macedonicus,Mouse,ネズミ
3209,Mus mahomet,Mouse,ネズミ
3210,Mus mattheyi,Mouse,ネズミ
3211,Mus mayori,Mouse,ネズミ
3212,Mus minutoides,Mouse,ネズミ
3213,Mus musculoides,Mouse,ネズミ
3214,Mus musculus,Mouse,ネズミ
3215,Mus neavei,Mouse,ネズミ
3216,Mus nitidulus,Mouse,ネズミ
3217,Mus pahari,Mouse,ネズミ
3218,Mus platythrix,Mouse,ネズミ
3219,Mus poschiavinus,Mouse,ネズミ
3220,Mus saxicola,Mouse,ネズミ
3221,Mus setulosus,Mouse,ネズミ
3222,Mus shortridgei,Mouse,ネズミ
3223,Mus sorella,Mouse,ネズミ
3224,Mus spicilegus,Mouse,ネズミ
3225,Mus spretus,Mouse,ネズミ
3226,Mus tenellus,Mouse,ネズミ
3227,Mus terricolor,Mouse,ネズミ
3228,Mus triton,Mouse,ネズミ
3229,Muscardinus avellanarius,Dormouse,ヤマネ
3230,Musonycteris harrisoni,Bat,コウモリ
3231,Musseromys anacuao,Mouse,ネズミ
3232,Musseromys beneficus,Mouse,ネズミ
3233,Musseromys gulantang,Mouse,ネズミ
3234,Musseromys inopinatus,Mouse,ネズミ
3235,Mustela aistoodonnivalis,Weasel,イタチ
3236,Mustela altaica,Weasel,イタチ
3237,Mustela erminea,Stoat,オコジョ
3238,Mustela eversmannii,Weasel,イタチ
3239,Mustela haidarum,Weasel,イタチ
3240,Mustela itatsi,Weasel,イタチ
3241,Mustela kathiah,Weasel,イタチ
3242,Mustela lutreola,European Mink,イタチ
3243,Mustela nigripes,Black-footed Ferret,イタチ
3244,Mustela nivalis,Weasel,イタチ
3245,Mustela nudipes,Weasel,イタチ
3246,Mustela putorius,Ferret,イタチ
3247,Mustela richardsonii,Weasel,イタチ
3248,Mustela sibirica,Siberian Weasel,イタチ
3249,Mustela strigidorsa,Weasel,イタチ
3250,Mydaus javanensis,Stink Badger,スカンク
3251,Mydaus marchei,Stink Badger,スカンク
3252,Mylodon darwinii,None,ナマケモノ
3253,Mylomys dybowskii,Mouse,ネズミ
3254,Myocastor coypus,Nutria,ヌートリア
3255,Myodes californicus,Mouse,ネズミ
3256,Myodes glareolus,Vole,ネズミ
3257,Myodes regulus,Vole,ネズミ
3258,Myodes rufocanus,Vole,ネズミ
3259,Myodes shanseius,Mouse,ネズミ
3260,Myoictis leucura,None,なし
3261,Myoictis melas,None,なし
3262,Myoictis wallacei,None,なし
3263,Myoictis wavicus,None,なし
3264,Myomimus roachi,Mouse,ネズミ
3265,Myomyscus verreauxii,Mouse,ネズミ
3266,Myonycteris angolensis,Bat,コウモリ
3267,Myonycteris brachycephala,Bat,コウモリ
3268,Myonycteris leptodon,Bat,コウモリ
3269,Myonycteris relicta,Bat,コウモリ
3270,Myonycteris torquata,Bat,コウモリ
3271,Myoprocta acouchy,Agouti,なし
3272,Myoprocta pratti,Agouti,ネズミ
3273,Myopterus daubentonii,Bat,コウモリ
3274,Myopus schisticolor,Mouse,ネズミ
3275,Myosciurus pumilio,Squirrel,リス
3276,Myosorex babaulti,Shrew,ネズミ
3277,Myosorex blarina,Shrew,モグラ
3278,Myosorex cafer,Shrew,モグラ
3279,Myosorex geata,Shrew,ネズミ
3280,Myosorex jejei,Shrew,ネズミ
3281,Myosorex kihaulei,Shrew,ネズミ
3282,Myosorex longicaudatus,Shrew,なし
3283,Myosorex meesteri,Shrew,モグラ
3284,Myosorex sclateri,Shrew,モグラ
3285,Myosorex varius,Shrew,モグラ
3286,Myosorex zinki,Shrew,ネズミ
3287,Myospalax aspalax,Mole,モグラ
3288,Myospalax myospalax,Mole,モグラ
3289,Myospalax psilurus,Mole,モグラ
3290,Myotis adversus,Bat,コウモリ
3291,Myotis albescens,Bat,コウモリ
3292,Myotis alcathoe,Bat,コウモリ
3293,Myotis altarium,Bat,コウモリ
3294,Myotis ancricola,Bat,コウモリ
3295,Myotis anjouanensis,Bat,コウモリ
3296,Myotis annamiticus,Bat,コウモリ
3297,Myotis annatessae,Bat,コウモリ
3298,Myotis annectans,Bat,コウモリ
3299,Myotis arescens,Bat,コウモリ
3300,Myotis armiensis,Bat,コウモリ
3301,Myotis atacamensis,Bat,コウモリ
3302,Myotis ater,Bat,コウモリ
3303,Myotis attenboroughi,Bat,コウモリ
3304,Myotis auriculus,Bat,コウモリ
3305,Myotis austroriparius,Bat,コウモリ
3306,Myotis badius,Bat,コウモリ
3307,Myotis barquezi,Bat,コウモリ
3308,Myotis bechsteinii,Bat,コウモリ
3309,Myotis blythii,Bat,コウモリ
3310,Myotis bocagii,Bat,コウモリ
3311,Myotis bombinus,Bat,コウモリ
3312,Myotis borneoensis,Bat,コウモリ
3313,Myotis brandtii,Bat,コウモリ
3314,Myotis bucharensis,Bat,コウモリ
3315,Myotis californicus,Bat,コウモリ
3316,Myotis capaccinii,Bat,コウモリ
3317,Myotis caucensis,Bat,コウモリ
3318,Myotis chiloensis,Bat,コウモリ
3319,Myotis chinensis,Bat,コウモリ
3320,Myotis ciliolabrum,Bat,コウモリ
3321,Myotis clydejonesi,Bat,コウモリ
3322,Myotis crypticus,Bat,コウモリ
3323,Myotis csorbai,Bat,コウモリ
3324,Myotis dasycneme,Bat,コウモリ
3325,Myotis daubentonii,Bat,コウモリ
3326,Myotis davidii,Bat,コウモリ
3327,Myotis diminutus,Bat,コウモリ
3328,Myotis dinellii,Bat,コウモリ
3329,Myotis dominicensis,Bat,コウモリ
3330,Myotis elegans,Bat,コウモリ
3331,Myotis emarginatus,Bat,コウモリ
3332,Myotis escalerai,Bat,コウモリ
3333,Myotis evotis,Bat,コウモリ
3334,Myotis federatus,Bat,コウモリ
3335,Myotis fimbriatus,Bat,コウモリ
3336,Myotis findleyi,Bat,コウモリ
3337,Myotis flavus,Bat,コウモリ
3338,Myotis formosus,Bat,コウモリ
3339,Myotis fortidens,Bat,コウモリ
3340,Myotis frater,Bat,コウモリ
3341,Myotis gomantongensis,Bat,コウモリ
3342,Myotis goudotii,Bat,コウモリ
3343,Myotis grisescens,Bat,コウモリ
3344,Myotis handleyi,Bat,コウモリ
3345,Myotis hasseltii,Bat,コウモリ
3346,Myotis horsfieldii,Bat,コウモリ
3347,Myotis hoveli,Bat,コウモリ
3348,Myotis huariorum,Bat,コウモリ
3349,Myotis hyrcanicus,Bat,コウモリ
3350,Myotis ikonnikovi,Bat,コウモリ
3351,Myotis indochinensis,Bat,コウモリ
3352,Myotis izecksohni,Bat,コウモリ
3353,Myotis keaysi,Bat,コウモリ
3354,Myotis keenii,Bat,コウモリ
3355,Myotis laniger,Bat,コウモリ
3356,Myotis larensis,Bat,コウモリ
3357,Myotis lavali,Bat,コウモリ
3358,Myotis leibii,Bat,コウモリ
3359,Myotis levis,Bat,コウモリ
3360,Myotis longicaudatus,Bat,コウモリ
3361,Myotis longipes,Bat,コウモリ
3362,Myotis lucifugus,Bat,コウモリ
3363,Myotis macrodactylus,Bat,コウモリ
3364,Myotis macropus,Bat,コウモリ
3365,Myotis macrotarsus,Bat,コウモリ
3366,Myotis martiniquensis,Bat,コウモリ
3367,Myotis melanorhinus,Bat,コウモリ
3368,Myotis midastactus,Bat,コウモリ
3369,Myotis moluccarum,Bat,コウモリ
3370,Myotis montivagus,Bat,コウモリ
3371,Myotis moratellii,Bat,コウモリ
3372,Myotis muricola,Bat,コウモリ
3373,Myotis myotis,Bat,コウモリ
3374,Myotis myotis/blythii,Bat,コウモリ
3375,Myotis mystacinus,Bat,コウモリ
3376,Myotis nattereri,Bat,コウモリ
3377,Myotis nesopolus,Bat,コウモリ
3378,Myotis nigricans,Bat,コウモリ
3379,Myotis nimbaensis,Bat,コウモリ
3380,Myotis nipalensis,Bat,コウモリ
3381,Myotis nustrale,Bat,コウモリ
3382,Myotis occultus,Bat,コウモリ
3383,Myotis oxygnathus,Bat,コウモリ
3384,Myotis oxyotus,Bat,コウモリ
3385,Myotis peninsularis,Bat,コウモリ
3386,Myotis pequinius,Bat,コウモリ
3387,Myotis petax,Bat,コウモリ
3388,Myotis peytoni,Bat,コウモリ
3389,Myotis phanluongi,Bat,コウモリ
3390,Myotis pilosatibialis,Bat,コウモリ
3391,Myotis pilosus,Bat,コウモリ
3392,Myotis planiceps,Bat,コウモリ
3393,Myotis pruinosus,Bat,コウモリ
3394,Myotis punicus,Bat,コウモリ
3395,Myotis ridleyi,Bat,コウモリ
3396,Myotis riparius,Bat,コウモリ
3397,Myotis rosseti,Bat,コウモリ
3398,Myotis ruber,Bat,コウモリ
3399,Myotis rufoniger,Bat,コウモリ
3400,Myotis schaubi,Bat,コウモリ
3401,Myotis scotti,Bat,コウモリ
3402,Myotis secundus,Bat,コウモリ
3403,Myotis septentrionalis,Bat,コウモリ
3404,Myotis sibiricus,Bat,コウモリ
3405,Myotis sicarius,Bat,コウモリ
3406,Myotis siligorensis,Bat,コウモリ
3407,Myotis simus,Bat,コウモリ
3408,Myotis sodalis,Bat,コウモリ
3409,Myotis soror,Bat,コウモリ
3410,Myotis thysanodes,Bat,コウモリ
3411,Myotis tricolor,Bat,コウモリ
3412,Myotis tschuliensis,Bat,コウモリ
3413,Myotis velifer,Bat,コウモリ
3414,Myotis vivesi,Bat,コウモリ
3415,Myotis volans,Bat,コウモリ
3416,Myotis watasei,Bat,コウモリ
3417,Myotis welwitschii,Bat,コウモリ
3418,Myotis yanbarensis,Bat,コウモリ
3419,Myotis yumanensis,Bat,コウモリ
3420,Myotis zenatius,Bat,コウモリ
3421,Myotragus balearicus,None,なし
3422,Myrmecobius fasciatus,Numbat,なし
3423,Myrmecophaga tridactyla,Giant Anteater,アリクイ
3424,Mysateles prehensilis,None,なし
3425,Mystacina tuberculata,Bat,コウモリ
3426,Mystromys albicaudatus,Mouse,ネズミ
3427,Myzopoda aurita,Bat,コウモリ
3428,Myzopoda schliemanni,Bat,コウモリ
3429,Naemorhedus baileyi,Goral,ヤギ
3430,Naemorhedus caudatus,Goral,カモシカ
3431,Naemorhedus cranbrooki,Goral,カモシカ
3432,Naemorhedus evansi,Goral,ヤギ
3433,Naemorhedus goral,Goral,ヤギ
3434,Naemorhedus griseus,Goral,ヤギ
3435,Nandinia binotata,None,なし
3436,Nanger dama,Gazelle,ガゼル
3437,Nanger granti,Gazelle,ガゼル
3438,Nanger soemmerringii,Gazelle,ガゼル
3439,Nannosciurus melanotis,Squirrel,リス
3440,Nannospalax bulgaricus,Mole Rat,モグラ
3441,Nannospalax ceyhanus,Mole Rat,モグラ
3442,Nannospalax cilicicus,Mole Rat,モグラ
3443,Nannospalax ehrenbergi,Mole Rat,モグラ
3444,Nannospalax galili,Mole Rat,モグラ
3445,Nannospalax golani,Mole Rat,モグラ
3446,Nannospalax hellenicus,Mole Rat,モグラ
3447,Nannospalax hungaricus,Mole Rat,モグラ
3448,Nannospalax insularis,Mole Rat,モグラ
3449,Nannospalax judaei,Mole Rat,モグラ
